datetime,level_1,0,prop
2020-06-13,laboratoire,,
2020-06-13,qanon,,
2020-06-13,entourage,,
2020-06-13,chine,1.0,10.0
2020-06-14,reseaux_sociaux,6.0,50.0
2020-06-14,virus,1.0,8.333333333333332
2020-06-14,traitement,,
2020-06-14,masque,,
2020-06-14,5g,,
2020-06-14,bilan,1.0,8.333333333333332
2020-06-14,complot,1.0,8.333333333333332
2020-06-14,experts,,
2020-06-14,politique,1.0,8.333333333333332
2020-06-14,laboratoire,,
2020-06-14,qanon,,
2020-06-14,entourage,,
2020-06-14,chine,,
2020-06-15,reseaux_sociaux,8.0,72.72727272727273
2020-06-15,virus,2.0,18.181818181818183
2020-06-15,traitement,,
2020-06-15,masque,,
2020-06-15,5g,,
2020-06-15,bilan,,
2020-06-15,complot,2.0,18.181818181818183
2020-06-15,experts,,
2020-06-15,politique,1.0,9.090909090909092
2020-06-15,laboratoire,,
2020-06-15,qanon,,
2020-06-15,entourage,2.0,18.181818181818183
2020-06-15,chine,1.0,9.090909090909092
2020-06-16,reseaux_sociaux,3.0,33.33333333333333
2020-06-16,virus,4.0,44.44444444444444
2020-06-16,traitement,1.0,11.11111111111111
2020-06-16,masque,,
2020-06-16,5g,1.0,11.11111111111111
2020-06-16,bilan,,
2020-06-16,complot,2.0,22.22222222222222
2020-06-16,experts,,
2020-06-16,politique,,
2020-06-16,laboratoire,,
2020-06-16,qanon,,
2020-06-16,entourage,1.0,11.11111111111111
2020-06-16,chine,1.0,11.11111111111111
2020-06-17,reseaux_sociaux,3.0,75.0
2020-06-17,virus,2.0,50.0
2020-06-17,traitement,2.0,50.0
2020-06-17,masque,1.0,25.0
2020-06-17,5g,1.0,25.0
2020-06-17,bilan,,
2020-06-17,complot,1.0,25.0
2020-06-17,experts,1.0,25.0
2020-06-17,politique,1.0,25.0
2020-06-17,laboratoire,,
2020-06-17,qanon,1.0,25.0
2020-06-17,entourage,3.0,75.0
2020-06-17,chine,1.0,25.0
2020-06-18,reseaux_sociaux,1.0,25.0
2020-06-18,virus,1.0,25.0
2020-06-18,traitement,,
2020-06-18,masque,,
2020-06-18,5g,,
2020-06-18,bilan,,
2020-06-18,complot,,
2020-06-18,experts,,
2020-06-18,politique,,
2020-06-18,laboratoire,,
2020-06-18,qanon,,
2020-06-18,entourage,2.0,50.0
2020-06-18,chine,,
2020-06-19,reseaux_sociaux,5.0,50.0
2020-06-19,virus,4.0,40.0
2020-06-19,traitement,1.0,10.0
2020-06-19,masque,,
2020-06-19,5g,1.0,10.0
2020-06-19,bilan,3.0,30.0
2020-06-19,complot,,
2020-06-19,experts,,
2020-06-19,politique,1.0,10.0
2020-06-19,laboratoire,,
2020-06-19,qanon,,
2020-06-19,entourage,2.0,20.0
2020-06-19,chine,2.0,20.0
2020-06-20,reseaux_sociaux,5.0,45.45454545454545
2020-06-20,virus,5.0,45.45454545454545
2020-06-20,traitement,1.0,9.090909090909092
2020-06-20,masque,,
2020-06-20,5g,,
2020-06-20,bilan,1.0,9.090909090909092
2020-06-20,complot,1.0,9.090909090909092
2020-06-20,experts,,
2020-06-20,politique,2.0,18.181818181818183
2020-06-20,laboratoire,,
2020-06-20,qanon,,
2020-06-20,entourage,2.0,18.181818181818183
2020-06-20,chine,1.0,9.090909090909092
2020-06-21,reseaux_sociaux,2.0,25.0
2020-06-21,virus,5.0,62.5
2020-06-21,traitement,1.0,12.5
2020-06-21,masque,,
2020-06-21,5g,1.0,12.5
2020-06-21,bilan,2.0,25.0
2020-06-21,complot,1.0,12.5
2020-06-21,experts,1.0,12.5
2020-06-21,politique,4.0,50.0
2020-06-21,laboratoire,,
2020-06-21,qanon,,
2020-06-21,entourage,2.0,25.0
2020-06-21,chine,1.0,12.5
2020-06-22,reseaux_sociaux,7.0,53.84615384615385
2020-06-22,virus,2.0,15.384615384615385
2020-06-22,traitement,3.0,23.076923076923077
2020-06-22,masque,1.0,7.6923076923076925
2020-06-22,5g,,
2020-06-22,bilan,1.0,7.6923076923076925
2020-06-22,complot,3.0,23.076923076923077
2020-06-22,experts,1.0,7.6923076923076925
2020-06-22,politique,2.0,15.384615384615385
2020-06-22,laboratoire,,
2020-06-22,qanon,,
2020-06-22,entourage,1.0,7.6923076923076925
2020-06-22,chine,,
2020-06-23,reseaux_sociaux,4.0,36.36363636363637
2020-06-23,virus,4.0,36.36363636363637
2020-06-23,traitement,1.0,9.090909090909092
2020-06-23,masque,,
2020-06-23,5g,,
2020-06-23,bilan,,
2020-06-23,complot,4.0,36.36363636363637
2020-06-23,experts,1.0,9.090909090909092
2020-06-23,politique,1.0,9.090909090909092
2020-06-23,laboratoire,,
2020-06-23,qanon,,
2020-06-23,entourage,,
2020-06-23,chine,3.0,27.27272727272727
2020-06-24,reseaux_sociaux,3.0,75.0
2020-06-24,virus,2.0,50.0
2020-06-24,traitement,1.0,25.0
2020-06-24,masque,1.0,25.0
2020-06-24,5g,,
2020-06-24,bilan,1.0,25.0
2020-06-24,complot,1.0,25.0
2020-06-24,experts,1.0,25.0
2020-06-24,politique,1.0,25.0
2020-06-24,laboratoire,,
2020-06-24,qanon,,
2020-06-24,entourage,2.0,50.0
2020-06-24,chine,,
2020-06-25,reseaux_sociaux,6.0,54.54545454545454
2020-06-25,virus,4.0,36.36363636363637
2020-06-25,traitement,1.0,9.090909090909092
2020-06-25,masque,,
2020-06-25,5g,,
2020-06-25,bilan,1.0,9.090909090909092
2020-06-25,complot,3.0,27.27272727272727
2020-06-25,experts,,
2020-06-25,politique,2.0,18.181818181818183
2020-06-25,laboratoire,1.0,9.090909090909092
2020-06-25,qanon,,
2020-06-25,entourage,2.0,18.181818181818183
2020-06-25,chine,,
2020-06-26,reseaux_sociaux,2.0,33.33333333333333
2020-06-26,virus,3.0,50.0
2020-06-26,traitement,,
2020-06-26,masque,,
2020-06-26,5g,,
2020-06-26,bilan,,
2020-06-26,complot,1.0,16.666666666666664
2020-06-26,experts,,
2020-06-26,politique,1.0,16.666666666666664
2020-06-26,laboratoire,,
2020-06-26,qanon,,
2020-06-26,entourage,2.0,33.33333333333333
2020-06-26,chine,1.0,16.666666666666664
2020-06-27,reseaux_sociaux,5.0,71.42857142857143
2020-06-27,virus,3.0,42.857142857142854
2020-06-27,traitement,1.0,14.285714285714285
2020-06-27,masque,,
2020-06-27,5g,,
2020-06-27,bilan,1.0,14.285714285714285
2020-06-27,complot,1.0,14.285714285714285
2020-06-27,experts,,
2020-06-27,politique,2.0,28.57142857142857
2020-06-27,laboratoire,,
2020-06-27,qanon,,
2020-06-27,entourage,1.0,14.285714285714285
2020-06-27,chine,,
2020-06-28,reseaux_sociaux,6.0,85.71428571428571
2020-06-28,virus,1.0,14.285714285714285
2020-06-28,traitement,1.0,14.285714285714285
2020-06-28,masque,,
2020-06-28,5g,,
2020-06-28,bilan,,
2020-06-28,complot,1.0,14.285714285714285
2020-06-28,experts,,
2020-06-28,politique,1.0,14.285714285714285
2020-06-28,laboratoire,,
2020-06-28,qanon,1.0,14.285714285714285
2020-06-28,entourage,2.0,28.57142857142857
2020-06-28,chine,,
2020-06-29,reseaux_sociaux,7.0,63.63636363636363
2020-06-29,virus,3.0,27.27272727272727
2020-06-29,traitement,2.0,18.181818181818183
2020-06-29,masque,3.0,27.27272727272727
2020-06-29,5g,,
2020-06-29,bilan,,
2020-06-29,complot,3.0,27.27272727272727
2020-06-29,experts,2.0,18.181818181818183
2020-06-29,politique,5.0,45.45454545454545
2020-06-29,laboratoire,,
2020-06-29,qanon,,
2020-06-29,entourage,4.0,36.36363636363637
2020-06-29,chine,1.0,9.090909090909092
2020-06-30,reseaux_sociaux,9.0,75.0
2020-06-30,virus,5.0,41.66666666666667
2020-06-30,traitement,,
2020-06-30,masque,2.0,16.666666666666664
2020-06-30,5g,,
2020-06-30,bilan,1.0,8.333333333333332
2020-06-30,complot,3.0,25.0
2020-06-30,experts,,
2020-06-30,politique,2.0,16.666666666666664
2020-06-30,laboratoire,,
2020-06-30,qanon,1.0,8.333333333333332
2020-06-30,entourage,2.0,16.666666666666664
2020-06-30,chine,,
2020-07-01,reseaux_sociaux,3.0,50.0
2020-07-01,virus,2.0,33.33333333333333
2020-07-01,traitement,2.0,33.33333333333333
2020-07-01,masque,1.0,16.666666666666664
2020-07-01,5g,,
2020-07-01,bilan,,
2020-07-01,complot,2.0,33.33333333333333
2020-07-01,experts,1.0,16.666666666666664
2020-07-01,politique,1.0,16.666666666666664
2020-07-01,laboratoire,,
2020-07-01,qanon,,
2020-07-01,entourage,2.0,33.33333333333333
2020-07-01,chine,,
2020-07-02,reseaux_sociaux,4.0,50.0
2020-07-02,virus,2.0,25.0
2020-07-02,traitement,1.0,12.5
2020-07-02,masque,1.0,12.5
2020-07-02,5g,,
2020-07-02,bilan,2.0,25.0
2020-07-02,complot,1.0,12.5
2020-07-02,experts,1.0,12.5
2020-07-02,politique,2.0,25.0
2020-07-02,laboratoire,,
2020-07-02,qanon,,
2020-07-02,entourage,2.0,25.0
2020-07-02,chine,,
2020-07-03,reseaux_sociaux,4.0,66.66666666666666
2020-07-03,virus,3.0,50.0
2020-07-03,traitement,1.0,16.666666666666664
2020-07-03,masque,,
2020-07-03,5g,,
2020-07-03,bilan,,
2020-07-03,complot,1.0,16.666666666666664
2020-07-03,experts,2.0,33.33333333333333
2020-07-03,politique,3.0,50.0
2020-07-03,laboratoire,,
2020-07-03,qanon,,
2020-07-03,entourage,2.0,33.33333333333333
2020-07-03,chine,,
2020-07-04,reseaux_sociaux,4.0,80.0
2020-07-04,virus,2.0,40.0
2020-07-04,traitement,1.0,20.0
2020-07-04,masque,1.0,20.0
2020-07-04,5g,,
2020-07-04,bilan,,
2020-07-04,complot,2.0,40.0
2020-07-04,experts,1.0,20.0
2020-07-04,politique,1.0,20.0
2020-07-04,laboratoire,,
2020-07-04,qanon,,
2020-07-04,entourage,1.0,20.0
2020-07-04,chine,,
2020-07-05,reseaux_sociaux,3.0,100.0
2020-07-05,virus,1.0,33.33333333333333
2020-07-05,traitement,1.0,33.33333333333333
2020-07-05,masque,,
2020-07-05,5g,,
2020-07-05,bilan,,
2020-07-05,complot,2.0,66.66666666666666
2020-07-05,experts,,
2020-07-05,politique,2.0,66.66666666666666
2020-07-05,laboratoire,,
2020-07-05,qanon,,
2020-07-05,entourage,,
2020-07-05,chine,,
2020-07-06,reseaux_sociaux,3.0,37.5
2020-07-06,virus,5.0,62.5
2020-07-06,traitement,,
2020-07-06,masque,,
2020-07-06,5g,,
2020-07-06,bilan,1.0,12.5
2020-07-06,complot,1.0,12.5
2020-07-06,experts,1.0,12.5
2020-07-06,politique,3.0,37.5
2020-07-06,laboratoire,,
2020-07-06,qanon,,
2020-07-06,entourage,,
2020-07-06,chine,,
2020-07-07,reseaux_sociaux,5.0,55.55555555555556
2020-07-07,virus,4.0,44.44444444444444
2020-07-07,traitement,2.0,22.22222222222222
2020-07-07,masque,3.0,33.33333333333333
2020-07-07,5g,,
2020-07-07,bilan,2.0,22.22222222222222
2020-07-07,complot,2.0,22.22222222222222
2020-07-07,experts,2.0,22.22222222222222
2020-07-07,politique,1.0,11.11111111111111
2020-07-07,laboratoire,,
2020-07-07,qanon,,
2020-07-07,entourage,3.0,33.33333333333333
2020-07-07,chine,,
2020-07-08,reseaux_sociaux,4.0,50.0
2020-07-08,virus,4.0,50.0
2020-07-08,traitement,3.0,37.5
2020-07-08,masque,2.0,25.0
2020-07-08,5g,,
2020-07-08,bilan,2.0,25.0
2020-07-08,complot,2.0,25.0
2020-07-08,experts,2.0,25.0
2020-07-08,politique,1.0,12.5
2020-07-08,laboratoire,,
2020-07-08,qanon,,
2020-07-08,entourage,2.0,25.0
2020-07-08,chine,,
2020-07-09,reseaux_sociaux,13.0,92.85714285714286
2020-07-09,virus,10.0,71.42857142857143
2020-07-09,traitement,2.0,14.285714285714285
2020-07-09,masque,3.0,21.428571428571427
2020-07-09,5g,,
2020-07-09,bilan,3.0,21.428571428571427
2020-07-09,complot,1.0,7.142857142857142
2020-07-09,experts,3.0,21.428571428571427
2020-07-09,politique,5.0,35.714285714285715
2020-07-09,laboratoire,,
2020-07-09,qanon,,
2020-07-09,entourage,2.0,14.285714285714285
2020-07-09,chine,,
2020-07-10,reseaux_sociaux,9.0,75.0
2020-07-10,virus,2.0,16.666666666666664
2020-07-10,traitement,2.0,16.666666666666664
2020-07-10,masque,2.0,16.666666666666664
2020-07-10,5g,1.0,8.333333333333332
2020-07-10,bilan,1.0,8.333333333333332
2020-07-10,complot,3.0,25.0
2020-07-10,experts,2.0,16.666666666666664
2020-07-10,politique,1.0,8.333333333333332
2020-07-10,laboratoire,,
2020-07-10,qanon,,
2020-07-10,entourage,6.0,50.0
2020-07-10,chine,,
2020-07-11,reseaux_sociaux,7.0,70.0
2020-07-11,virus,2.0,20.0
2020-07-11,traitement,,
2020-07-11,masque,1.0,10.0
2020-07-11,5g,,
2020-07-11,bilan,,
2020-07-11,complot,2.0,20.0
2020-07-11,experts,1.0,10.0
2020-07-11,politique,1.0,10.0
2020-07-11,laboratoire,,
2020-07-11,qanon,,
2020-07-11,entourage,5.0,50.0
2020-07-11,chine,,
2020-07-12,reseaux_sociaux,8.0,61.53846153846154
2020-07-12,virus,4.0,30.76923076923077
2020-07-12,traitement,,
2020-07-12,masque,4.0,30.76923076923077
2020-07-12,5g,,
2020-07-12,bilan,,
2020-07-12,complot,2.0,15.384615384615385
2020-07-12,experts,3.0,23.076923076923077
2020-07-12,politique,1.0,7.6923076923076925
2020-07-12,laboratoire,,
2020-07-12,qanon,,
2020-07-12,entourage,2.0,15.384615384615385
2020-07-12,chine,,
2020-07-13,reseaux_sociaux,14.0,51.85185185185185
2020-07-13,virus,9.0,33.33333333333333
2020-07-13,traitement,3.0,11.11111111111111
2020-07-13,masque,10.0,37.03703703703704
2020-07-13,5g,,
2020-07-13,bilan,3.0,11.11111111111111
2020-07-13,complot,6.0,22.22222222222222
2020-07-13,experts,3.0,11.11111111111111
2020-07-13,politique,4.0,14.814814814814813
2020-07-13,laboratoire,,
2020-07-13,qanon,,
2020-07-13,entourage,2.0,7.4074074074074066
2020-07-13,chine,,
2020-07-14,reseaux_sociaux,12.0,60.0
2020-07-14,virus,3.0,15.0
2020-07-14,traitement,2.0,10.0
2020-07-14,masque,8.0,40.0
2020-07-14,5g,,
2020-07-14,bilan,,
2020-07-14,complot,2.0,10.0
2020-07-14,experts,1.0,5.0
2020-07-14,politique,3.0,15.0
2020-07-14,laboratoire,,
2020-07-14,qanon,1.0,5.0
2020-07-14,entourage,5.0,25.0
2020-07-14,chine,,
2020-07-15,reseaux_sociaux,6.0,42.857142857142854
2020-07-15,virus,6.0,42.857142857142854
2020-07-15,traitement,1.0,7.142857142857142
2020-07-15,masque,4.0,28.57142857142857
2020-07-15,5g,,
2020-07-15,bilan,1.0,7.142857142857142
2020-07-15,complot,3.0,21.428571428571427
2020-07-15,experts,1.0,7.142857142857142
2020-07-15,politique,3.0,21.428571428571427
2020-07-15,laboratoire,,
2020-07-15,qanon,,
2020-07-15,entourage,4.0,28.57142857142857
2020-07-15,chine,1.0,7.142857142857142
2020-07-16,reseaux_sociaux,12.0,63.1578947368421
2020-07-16,virus,8.0,42.10526315789473
2020-07-16,traitement,2.0,10.526315789473683
2020-07-16,masque,7.0,36.84210526315789
2020-07-16,5g,,
2020-07-16,bilan,6.0,31.57894736842105
2020-07-16,complot,3.0,15.789473684210526
2020-07-16,experts,3.0,15.789473684210526
2020-07-16,politique,4.0,21.052631578947366
2020-07-16,laboratoire,,
2020-07-16,qanon,,
2020-07-16,entourage,4.0,21.052631578947366
2020-07-16,chine,2.0,10.526315789473683
2020-07-17,reseaux_sociaux,6.0,50.0
2020-07-17,virus,4.0,33.33333333333333
2020-07-17,traitement,,
2020-07-17,masque,4.0,33.33333333333333
2020-07-17,5g,,
2020-07-17,bilan,1.0,8.333333333333332
2020-07-17,complot,1.0,8.333333333333332
2020-07-17,experts,,
2020-07-17,politique,2.0,16.666666666666664
2020-07-17,laboratoire,,
2020-07-17,qanon,,
2020-07-17,entourage,3.0,25.0
2020-07-17,chine,,
2020-07-18,reseaux_sociaux,9.0,90.0
2020-07-18,virus,4.0,40.0
2020-07-18,traitement,2.0,20.0
2020-07-18,masque,1.0,10.0
2020-07-18,5g,,
2020-07-18,bilan,,
2020-07-18,complot,,
2020-07-18,experts,,
2020-07-18,politique,7.0,70.0
2020-07-18,laboratoire,,
2020-07-18,qanon,,
2020-07-18,entourage,1.0,10.0
2020-07-18,chine,,
2020-07-19,reseaux_sociaux,3.0,33.33333333333333
2020-07-19,virus,,
2020-07-19,traitement,,
2020-07-19,masque,1.0,11.11111111111111
2020-07-19,5g,,
2020-07-19,bilan,,
2020-07-19,complot,2.0,22.22222222222222
2020-07-19,experts,,
2020-07-19,politique,1.0,11.11111111111111
2020-07-19,laboratoire,,
2020-07-19,qanon,1.0,11.11111111111111
2020-07-19,entourage,1.0,11.11111111111111
2020-07-19,chine,,
2020-07-20,reseaux_sociaux,8.0,66.66666666666666
2020-07-20,virus,3.0,25.0
2020-07-20,traitement,1.0,8.333333333333332
2020-07-20,masque,2.0,16.666666666666664
2020-07-20,5g,,
2020-07-20,bilan,1.0,8.333333333333332
2020-07-20,complot,1.0,8.333333333333332
2020-07-20,experts,,
2020-07-20,politique,4.0,33.33333333333333
2020-07-20,laboratoire,,
2020-07-20,qanon,,
2020-07-20,entourage,4.0,33.33333333333333
2020-07-20,chine,,
2020-07-21,reseaux_sociaux,8.0,72.72727272727273
2020-07-21,virus,2.0,18.181818181818183
2020-07-21,traitement,,
2020-07-21,masque,1.0,9.090909090909092
2020-07-21,5g,,
2020-07-21,bilan,,
2020-07-21,complot,1.0,9.090909090909092
2020-07-21,experts,2.0,18.181818181818183
2020-07-21,politique,1.0,9.090909090909092
2020-07-21,laboratoire,,
2020-07-21,qanon,,
2020-07-21,entourage,1.0,9.090909090909092
2020-07-21,chine,,
2020-07-22,reseaux_sociaux,17.0,77.27272727272727
2020-07-22,virus,7.0,31.818181818181817
2020-07-22,traitement,1.0,4.545454545454546
2020-07-22,masque,4.0,18.181818181818183
2020-07-22,5g,,
2020-07-22,bilan,3.0,13.636363636363635
2020-07-22,complot,2.0,9.090909090909092
2020-07-22,experts,1.0,4.545454545454546
2020-07-22,politique,2.0,9.090909090909092
2020-07-22,laboratoire,,
2020-07-22,qanon,,
2020-07-22,entourage,1.0,4.545454545454546
2020-07-22,chine,,
2020-07-23,reseaux_sociaux,11.0,78.57142857142857
2020-07-23,virus,4.0,28.57142857142857
2020-07-23,traitement,,
2020-07-23,masque,2.0,14.285714285714285
2020-07-23,5g,,
2020-07-23,bilan,1.0,7.142857142857142
2020-07-23,complot,2.0,14.285714285714285
2020-07-23,experts,,
2020-07-23,politique,,
2020-07-23,laboratoire,,
2020-07-23,qanon,,
2020-07-23,entourage,2.0,14.285714285714285
2020-07-23,chine,,
2020-07-24,reseaux_sociaux,3.0,42.857142857142854
2020-07-24,virus,5.0,71.42857142857143
2020-07-24,traitement,,
2020-07-24,masque,,
2020-07-24,5g,,
2020-07-24,bilan,2.0,28.57142857142857
2020-07-24,complot,,
2020-07-24,experts,,
2020-07-24,politique,2.0,28.57142857142857
2020-07-24,laboratoire,,
2020-07-24,qanon,,
2020-07-24,entourage,1.0,14.285714285714285
2020-07-24,chine,,
2020-07-25,reseaux_sociaux,2.0,100.0
2020-07-25,virus,2.0,100.0
2020-07-25,traitement,,
2020-07-25,masque,,
2020-07-25,5g,,
2020-07-25,bilan,,
2020-07-25,complot,,
2020-07-25,experts,,
2020-07-25,politique,,
2020-07-25,laboratoire,,
2020-07-25,qanon,,
2020-07-25,entourage,,
2020-07-25,chine,1.0,50.0
2020-07-26,reseaux_sociaux,4.0,66.66666666666666
2020-07-26,virus,2.0,33.33333333333333
2020-07-26,traitement,,
2020-07-26,masque,,
2020-07-26,5g,,
2020-07-26,bilan,,
2020-07-26,complot,,
2020-07-26,experts,,
2020-07-26,politique,2.0,33.33333333333333
2020-07-26,laboratoire,,
2020-07-26,qanon,1.0,16.666666666666664
2020-07-26,entourage,1.0,16.666666666666664
2020-07-26,chine,,
2020-07-27,reseaux_sociaux,8.0,57.14285714285714
2020-07-27,virus,6.0,42.857142857142854
2020-07-27,traitement,2.0,14.285714285714285
2020-07-27,masque,1.0,7.142857142857142
2020-07-27,5g,1.0,7.142857142857142
2020-07-27,bilan,,
2020-07-27,complot,2.0,14.285714285714285
2020-07-27,experts,,
2020-07-27,politique,2.0,14.285714285714285
2020-07-27,laboratoire,,
2020-07-27,qanon,,
2020-07-27,entourage,3.0,21.428571428571427
2020-07-27,chine,,
2020-07-28,reseaux_sociaux,18.0,85.71428571428571
2020-07-28,virus,5.0,23.809523809523807
2020-07-28,traitement,2.0,9.523809523809524
2020-07-28,masque,4.0,19.047619047619047
2020-07-28,5g,1.0,4.761904761904762
2020-07-28,bilan,,
2020-07-28,complot,3.0,14.285714285714285
2020-07-28,experts,1.0,4.761904761904762
2020-07-28,politique,3.0,14.285714285714285
2020-07-28,laboratoire,,
2020-07-28,qanon,,
2020-07-28,entourage,3.0,14.285714285714285
2020-07-28,chine,1.0,4.761904761904762
2020-07-29,reseaux_sociaux,12.0,70.58823529411765
2020-07-29,virus,7.0,41.17647058823529
2020-07-29,traitement,,
2020-07-29,masque,2.0,11.76470588235294
2020-07-29,5g,,
2020-07-29,bilan,,
2020-07-29,complot,4.0,23.52941176470588
2020-07-29,experts,,
2020-07-29,politique,3.0,17.647058823529413
2020-07-29,laboratoire,,
2020-07-29,qanon,,
2020-07-29,entourage,2.0,11.76470588235294
2020-07-29,chine,1.0,5.88235294117647
2020-07-30,reseaux_sociaux,12.0,63.1578947368421
2020-07-30,virus,10.0,52.63157894736842
2020-07-30,traitement,3.0,15.789473684210526
2020-07-30,masque,3.0,15.789473684210526
2020-07-30,5g,,
2020-07-30,bilan,2.0,10.526315789473683
2020-07-30,complot,5.0,26.31578947368421
2020-07-30,experts,1.0,5.263157894736842
2020-07-30,politique,2.0,10.526315789473683
2020-07-30,laboratoire,,
2020-07-30,qanon,,
2020-07-30,entourage,3.0,15.789473684210526
2020-07-30,chine,,
2020-07-31,reseaux_sociaux,5.0,62.5
2020-07-31,virus,1.0,12.5
2020-07-31,traitement,,
2020-07-31,masque,1.0,12.5
2020-07-31,5g,,
2020-07-31,bilan,1.0,12.5
2020-07-31,complot,2.0,25.0
2020-07-31,experts,,
2020-07-31,politique,2.0,25.0
2020-07-31,laboratoire,,
2020-07-31,qanon,,
2020-07-31,entourage,,
2020-07-31,chine,,
2020-08-01,reseaux_sociaux,3.0,75.0
2020-08-01,virus,,
2020-08-01,traitement,,
2020-08-01,masque,,
2020-08-01,5g,,
2020-08-01,bilan,,
2020-08-01,complot,1.0,25.0
2020-08-01,experts,1.0,25.0
2020-08-01,politique,,
2020-08-01,laboratoire,,
2020-08-01,qanon,,
2020-08-01,entourage,1.0,25.0
2020-08-01,chine,,
2020-08-02,reseaux_sociaux,6.0,85.71428571428571
2020-08-02,virus,2.0,28.57142857142857
2020-08-02,traitement,,
2020-08-02,masque,,
2020-08-02,5g,,
2020-08-02,bilan,1.0,14.285714285714285
2020-08-02,complot,,
2020-08-02,experts,1.0,14.285714285714285
2020-08-02,politique,1.0,14.285714285714285
2020-08-02,laboratoire,,
2020-08-02,qanon,,
2020-08-02,entourage,2.0,28.57142857142857
2020-08-02,chine,,
2020-08-03,reseaux_sociaux,6.0,60.0
2020-08-03,virus,5.0,50.0
2020-08-03,traitement,1.0,10.0
2020-08-03,masque,,
2020-08-03,5g,,
2020-08-03,bilan,,
2020-08-03,complot,2.0,20.0
2020-08-03,experts,,
2020-08-03,politique,,
2020-08-03,laboratoire,,
2020-08-03,qanon,,
2020-08-03,entourage,3.0,30.0
2020-08-03,chine,,
2020-08-04,reseaux_sociaux,10.0,62.5
2020-08-04,virus,6.0,37.5
2020-08-04,traitement,2.0,12.5
2020-08-04,masque,3.0,18.75
2020-08-04,5g,,
2020-08-04,bilan,4.0,25.0
2020-08-04,complot,2.0,12.5
2020-08-04,experts,1.0,6.25
2020-08-04,politique,4.0,25.0
2020-08-04,laboratoire,1.0,6.25
2020-08-04,qanon,,
2020-08-04,entourage,,
2020-08-04,chine,2.0,12.5
2020-08-05,reseaux_sociaux,8.0,80.0
2020-08-05,virus,6.0,60.0
2020-08-05,traitement,1.0,10.0
2020-08-05,masque,1.0,10.0
2020-08-05,5g,,
2020-08-05,bilan,1.0,10.0
2020-08-05,complot,2.0,20.0
2020-08-05,experts,,
2020-08-05,politique,3.0,30.0
2020-08-05,laboratoire,,
2020-08-05,qanon,,
2020-08-05,entourage,2.0,20.0
2020-08-05,chine,1.0,10.0
2020-08-06,reseaux_sociaux,3.0,42.857142857142854
2020-08-06,virus,1.0,14.285714285714285
2020-08-06,traitement,,
2020-08-06,masque,,
2020-08-06,5g,,
2020-08-06,bilan,,
2020-08-06,complot,,
2020-08-06,experts,1.0,14.285714285714285
2020-08-06,politique,,
2020-08-06,laboratoire,,
2020-08-06,qanon,,
2020-08-06,entourage,,
2020-08-06,chine,,
2020-08-07,reseaux_sociaux,,
2020-08-07,virus,1.0,50.0
2020-08-07,traitement,1.0,50.0
2020-08-07,masque,,
2020-08-07,5g,,
2020-08-07,bilan,1.0,50.0
2020-08-07,complot,1.0,50.0
2020-08-07,experts,,
2020-08-07,politique,,
2020-08-07,laboratoire,,
2020-08-07,qanon,,
2020-08-07,entourage,,
2020-08-07,chine,,
2020-08-08,reseaux_sociaux,2.0,28.57142857142857
2020-08-08,virus,4.0,57.14285714285714
2020-08-08,traitement,1.0,14.285714285714285
2020-08-08,masque,2.0,28.57142857142857
2020-08-08,5g,,
2020-08-08,bilan,1.0,14.285714285714285
2020-08-08,complot,,
2020-08-08,experts,,
2020-08-08,politique,,
2020-08-08,laboratoire,,
2020-08-08,qanon,,
2020-08-08,entourage,1.0,14.285714285714285
2020-08-08,chine,,
2020-08-09,reseaux_sociaux,2.0,50.0
2020-08-09,virus,2.0,50.0
2020-08-09,traitement,,
2020-08-09,masque,,
2020-08-09,5g,,
2020-08-09,bilan,1.0,25.0
2020-08-09,complot,2.0,50.0
2020-08-09,experts,,
2020-08-09,politique,1.0,25.0
2020-08-09,laboratoire,,
2020-08-09,qanon,,
2020-08-09,entourage,1.0,25.0
2020-08-09,chine,1.0,25.0
2020-08-10,reseaux_sociaux,4.0,50.0
2020-08-10,virus,6.0,75.0
2020-08-10,traitement,,
2020-08-10,masque,2.0,25.0
2020-08-10,5g,,
2020-08-10,bilan,,
2020-08-10,complot,1.0,12.5
2020-08-10,experts,,
2020-08-10,politique,1.0,12.5
2020-08-10,laboratoire,,
2020-08-10,qanon,,
2020-08-10,entourage,1.0,12.5
2020-08-10,chine,,
2020-08-11,reseaux_sociaux,3.0,37.5
2020-08-11,virus,4.0,50.0
2020-08-11,traitement,,
2020-08-11,masque,3.0,37.5
2020-08-11,5g,,
2020-08-11,bilan,,
2020-08-11,complot,,
2020-08-11,experts,1.0,12.5
2020-08-11,politique,1.0,12.5
2020-08-11,laboratoire,,
2020-08-11,qanon,,
2020-08-11,entourage,1.0,12.5
2020-08-11,chine,,
2020-08-12,reseaux_sociaux,7.0,58.333333333333336
2020-08-12,virus,1.0,8.333333333333332
2020-08-12,traitement,,
2020-08-12,masque,1.0,8.333333333333332
2020-08-12,5g,,
2020-08-12,bilan,3.0,25.0
2020-08-12,complot,2.0,16.666666666666664
2020-08-12,experts,,
2020-08-12,politique,2.0,16.666666666666664
2020-08-12,laboratoire,,
2020-08-12,qanon,,
2020-08-12,entourage,3.0,25.0
2020-08-12,chine,,
2020-08-13,reseaux_sociaux,3.0,37.5
2020-08-13,virus,2.0,25.0
