datetime,level_1,0,prop
2020-04-23,virus,20.0,42.5531914893617
2020-04-23,traitement,5.0,10.638297872340425
2020-04-23,masque,1.0,2.127659574468085
2020-04-23,5g,,
2020-04-23,bilan,3.0,6.382978723404255
2020-04-23,complot,4.0,8.51063829787234
2020-04-23,experts,2.0,4.25531914893617
2020-04-23,politique,3.0,6.382978723404255
2020-04-23,laboratoire,,
2020-04-23,qanon,,
2020-04-23,entourage,5.0,10.638297872340425
2020-04-23,chine,1.0,2.127659574468085
2020-04-24,reseaux_sociaux,29.0,60.416666666666664
2020-04-24,virus,25.0,52.083333333333336
2020-04-24,traitement,9.0,18.75
2020-04-24,masque,1.0,2.083333333333333
2020-04-24,5g,1.0,2.083333333333333
2020-04-24,bilan,4.0,8.333333333333332
2020-04-24,complot,6.0,12.5
2020-04-24,experts,3.0,6.25
2020-04-24,politique,9.0,18.75
2020-04-24,laboratoire,2.0,4.166666666666666
2020-04-24,qanon,1.0,2.083333333333333
2020-04-24,entourage,5.0,10.416666666666668
2020-04-24,chine,6.0,12.5
2020-04-25,reseaux_sociaux,21.0,48.837209302325576
2020-04-25,virus,18.0,41.86046511627907
2020-04-25,traitement,5.0,11.627906976744185
2020-04-25,masque,2.0,4.651162790697675
2020-04-25,5g,1.0,2.3255813953488373
2020-04-25,bilan,4.0,9.30232558139535
2020-04-25,complot,9.0,20.930232558139537
2020-04-25,experts,1.0,2.3255813953488373
2020-04-25,politique,4.0,9.30232558139535
2020-04-25,laboratoire,1.0,2.3255813953488373
2020-04-25,qanon,,
2020-04-25,entourage,4.0,9.30232558139535
2020-04-25,chine,2.0,4.651162790697675
2020-04-26,reseaux_sociaux,21.0,38.18181818181819
2020-04-26,virus,28.0,50.90909090909091
2020-04-26,traitement,8.0,14.545454545454545
2020-04-26,masque,2.0,3.6363636363636362
2020-04-26,5g,,
2020-04-26,bilan,4.0,7.2727272727272725
2020-04-26,complot,5.0,9.090909090909092
2020-04-26,experts,1.0,1.8181818181818181
2020-04-26,politique,11.0,20.0
2020-04-26,laboratoire,2.0,3.6363636363636362
2020-04-26,qanon,,
2020-04-26,entourage,6.0,10.909090909090908
2020-04-26,chine,3.0,5.454545454545454
2020-04-27,reseaux_sociaux,24.0,42.857142857142854
2020-04-27,virus,32.0,57.14285714285714
2020-04-27,traitement,10.0,17.857142857142858
2020-04-27,masque,1.0,1.7857142857142856
2020-04-27,5g,1.0,1.7857142857142856
2020-04-27,bilan,10.0,17.857142857142858
2020-04-27,complot,7.0,12.5
2020-04-27,experts,12.0,21.428571428571427
2020-04-27,politique,11.0,19.642857142857142
2020-04-27,laboratoire,4.0,7.142857142857142
2020-04-27,qanon,,
2020-04-27,entourage,7.0,12.5
2020-04-27,chine,8.0,14.285714285714285
2020-04-28,reseaux_sociaux,26.0,47.27272727272727
2020-04-28,virus,30.0,54.54545454545454
2020-04-28,traitement,4.0,7.2727272727272725
2020-04-28,masque,2.0,3.6363636363636362
2020-04-28,5g,1.0,1.8181818181818181
2020-04-28,bilan,4.0,7.2727272727272725
2020-04-28,complot,4.0,7.2727272727272725
2020-04-28,experts,5.0,9.090909090909092
2020-04-28,politique,9.0,16.363636363636363
2020-04-28,laboratoire,4.0,7.2727272727272725
2020-04-28,qanon,,
2020-04-28,entourage,5.0,9.090909090909092
2020-04-28,chine,7.0,12.727272727272727
2020-04-29,reseaux_sociaux,39.0,57.35294117647059
2020-04-29,virus,35.0,51.470588235294116
2020-04-29,traitement,7.0,10.294117647058822
2020-04-29,masque,2.0,2.941176470588235
2020-04-29,5g,6.0,8.823529411764707
2020-04-29,bilan,3.0,4.411764705882353
2020-04-29,complot,7.0,10.294117647058822
2020-04-29,experts,3.0,4.411764705882353
2020-04-29,politique,10.0,14.705882352941178
2020-04-29,laboratoire,2.0,2.941176470588235
2020-04-29,qanon,,
2020-04-29,entourage,11.0,16.176470588235293
2020-04-29,chine,3.0,4.411764705882353
2020-04-30,reseaux_sociaux,28.0,48.275862068965516
2020-04-30,virus,19.0,32.758620689655174
2020-04-30,traitement,3.0,5.172413793103448
2020-04-30,masque,1.0,1.7241379310344827
2020-04-30,5g,,
2020-04-30,bilan,2.0,3.4482758620689653
2020-04-30,complot,6.0,10.344827586206897
2020-04-30,experts,3.0,5.172413793103448
2020-04-30,politique,6.0,10.344827586206897
2020-04-30,laboratoire,,
2020-04-30,qanon,,
2020-04-30,entourage,5.0,8.620689655172415
2020-04-30,chine,2.0,3.4482758620689653
2020-05-01,reseaux_sociaux,24.0,48.97959183673469
2020-05-01,virus,23.0,46.93877551020408
2020-05-01,traitement,1.0,2.0408163265306123
2020-05-01,masque,2.0,4.081632653061225
2020-05-01,5g,1.0,2.0408163265306123
2020-05-01,bilan,4.0,8.16326530612245
2020-05-01,complot,5.0,10.204081632653061
2020-05-01,experts,4.0,8.16326530612245
2020-05-01,politique,3.0,6.122448979591836
2020-05-01,laboratoire,1.0,2.0408163265306123
2020-05-01,qanon,,
2020-05-01,entourage,9.0,18.367346938775512
2020-05-01,chine,5.0,10.204081632653061
2020-05-02,reseaux_sociaux,8.0,50.0
2020-05-02,virus,9.0,56.25
2020-05-02,traitement,1.0,6.25
2020-05-02,masque,3.0,18.75
2020-05-02,5g,1.0,6.25
2020-05-02,bilan,1.0,6.25
2020-05-02,complot,1.0,6.25
2020-05-02,experts,1.0,6.25
2020-05-02,politique,1.0,6.25
2020-05-02,laboratoire,,
2020-05-02,qanon,,
2020-05-02,entourage,1.0,6.25
2020-05-02,chine,1.0,6.25
2020-05-03,reseaux_sociaux,15.0,44.11764705882353
2020-05-03,virus,15.0,44.11764705882353
2020-05-03,traitement,6.0,17.647058823529413
2020-05-03,masque,1.0,2.941176470588235
2020-05-03,5g,,
2020-05-03,bilan,2.0,5.88235294117647
2020-05-03,complot,5.0,14.705882352941178
2020-05-03,experts,3.0,8.823529411764707
2020-05-03,politique,5.0,14.705882352941178
2020-05-03,laboratoire,2.0,5.88235294117647
2020-05-03,qanon,,
2020-05-03,entourage,6.0,17.647058823529413
2020-05-03,chine,4.0,11.76470588235294
2020-05-04,reseaux_sociaux,36.0,53.73134328358209
2020-05-04,virus,29.0,43.28358208955223
2020-05-04,traitement,7.0,10.44776119402985
2020-05-04,masque,3.0,4.477611940298507
2020-05-04,5g,3.0,4.477611940298507
2020-05-04,bilan,6.0,8.955223880597014
2020-05-04,complot,15.0,22.388059701492537
2020-05-04,experts,3.0,4.477611940298507
2020-05-04,politique,12.0,17.91044776119403
2020-05-04,laboratoire,6.0,8.955223880597014
2020-05-04,qanon,1.0,1.4925373134328357
2020-05-04,entourage,9.0,13.432835820895523
2020-05-04,chine,7.0,10.44776119402985
2020-05-05,reseaux_sociaux,25.0,50.0
2020-05-05,virus,20.0,40.0
2020-05-05,traitement,5.0,10.0
2020-05-05,masque,4.0,8.0
2020-05-05,5g,5.0,10.0
2020-05-05,bilan,6.0,12.0
2020-05-05,complot,8.0,16.0
2020-05-05,experts,3.0,6.0
2020-05-05,politique,9.0,18.0
2020-05-05,laboratoire,,
2020-05-05,qanon,,
2020-05-05,entourage,7.0,14.000000000000002
2020-05-05,chine,5.0,10.0
2020-05-06,reseaux_sociaux,33.0,60.0
2020-05-06,virus,26.0,47.27272727272727
2020-05-06,traitement,3.0,5.454545454545454
2020-05-06,masque,2.0,3.6363636363636362
2020-05-06,5g,8.0,14.545454545454545
2020-05-06,bilan,3.0,5.454545454545454
2020-05-06,complot,11.0,20.0
2020-05-06,experts,12.0,21.818181818181817
2020-05-06,politique,1.0,1.8181818181818181
2020-05-06,laboratoire,,
2020-05-06,qanon,,
2020-05-06,entourage,4.0,7.2727272727272725
2020-05-06,chine,7.0,12.727272727272727
2020-05-07,reseaux_sociaux,28.0,68.29268292682927
2020-05-07,virus,19.0,46.34146341463415
2020-05-07,traitement,6.0,14.634146341463413
2020-05-07,masque,2.0,4.878048780487805
2020-05-07,5g,,
2020-05-07,bilan,3.0,7.317073170731707
2020-05-07,complot,7.0,17.073170731707318
2020-05-07,experts,6.0,14.634146341463413
2020-05-07,politique,6.0,14.634146341463413
2020-05-07,laboratoire,3.0,7.317073170731707
2020-05-07,qanon,1.0,2.4390243902439024
2020-05-07,entourage,7.0,17.073170731707318
2020-05-07,chine,3.0,7.317073170731707
2020-05-08,reseaux_sociaux,16.0,51.61290322580645
2020-05-08,virus,19.0,61.29032258064516
2020-05-08,traitement,7.0,22.58064516129032
2020-05-08,masque,,
2020-05-08,5g,5.0,16.129032258064516
2020-05-08,bilan,5.0,16.129032258064516
2020-05-08,complot,3.0,9.67741935483871
2020-05-08,experts,2.0,6.451612903225806
2020-05-08,politique,3.0,9.67741935483871
2020-05-08,laboratoire,1.0,3.225806451612903
2020-05-08,qanon,,
2020-05-08,entourage,4.0,12.903225806451612
2020-05-08,chine,2.0,6.451612903225806
2020-05-09,reseaux_sociaux,12.0,44.44444444444444
2020-05-09,virus,17.0,62.96296296296296
2020-05-09,traitement,7.0,25.925925925925924
2020-05-09,masque,2.0,7.4074074074074066
2020-05-09,5g,2.0,7.4074074074074066
2020-05-09,bilan,1.0,3.7037037037037033
2020-05-09,complot,2.0,7.4074074074074066
2020-05-09,experts,2.0,7.4074074074074066
2020-05-09,politique,4.0,14.814814814814813
2020-05-09,laboratoire,3.0,11.11111111111111
2020-05-09,qanon,2.0,7.4074074074074066
2020-05-09,entourage,1.0,3.7037037037037033
2020-05-09,chine,3.0,11.11111111111111
2020-05-10,reseaux_sociaux,25.0,56.81818181818182
2020-05-10,virus,11.0,25.0
2020-05-10,traitement,6.0,13.636363636363635
2020-05-10,masque,2.0,4.545454545454546
2020-05-10,5g,1.0,2.272727272727273
2020-05-10,bilan,3.0,6.8181818181818175
2020-05-10,complot,7.0,15.909090909090908
2020-05-10,experts,3.0,6.8181818181818175
2020-05-10,politique,9.0,20.454545454545457
2020-05-10,laboratoire,1.0,2.272727272727273
2020-05-10,qanon,,
2020-05-10,entourage,8.0,18.181818181818183
2020-05-10,chine,4.0,9.090909090909092
2020-05-11,reseaux_sociaux,19.0,65.51724137931035
2020-05-11,virus,12.0,41.37931034482759
2020-05-11,traitement,5.0,17.24137931034483
2020-05-11,masque,,
2020-05-11,5g,6.0,20.689655172413794
2020-05-11,bilan,4.0,13.793103448275861
2020-05-11,complot,5.0,17.24137931034483
2020-05-11,experts,5.0,17.24137931034483
2020-05-11,politique,4.0,13.793103448275861
2020-05-11,laboratoire,,
2020-05-11,qanon,,
2020-05-11,entourage,4.0,13.793103448275861
2020-05-11,chine,2.0,6.896551724137931
2020-05-12,reseaux_sociaux,34.0,69.38775510204081
2020-05-12,virus,27.0,55.10204081632652
2020-05-12,traitement,11.0,22.448979591836736
2020-05-12,masque,3.0,6.122448979591836
2020-05-12,5g,,
2020-05-12,bilan,13.0,26.53061224489796
2020-05-12,complot,6.0,12.244897959183673
2020-05-12,experts,4.0,8.16326530612245
2020-05-12,politique,5.0,10.204081632653061
2020-05-12,laboratoire,3.0,6.122448979591836
2020-05-12,qanon,,
2020-05-12,entourage,4.0,8.16326530612245
2020-05-12,chine,10.0,20.408163265306122
2020-05-13,reseaux_sociaux,24.0,61.53846153846154
2020-05-13,virus,17.0,43.58974358974359
2020-05-13,traitement,12.0,30.76923076923077
2020-05-13,masque,4.0,10.256410256410255
2020-05-13,5g,2.0,5.128205128205128
2020-05-13,bilan,3.0,7.6923076923076925
2020-05-13,complot,1.0,2.564102564102564
2020-05-13,experts,3.0,7.6923076923076925
2020-05-13,politique,7.0,17.94871794871795
2020-05-13,laboratoire,2.0,5.128205128205128
2020-05-13,qanon,,
2020-05-13,entourage,4.0,10.256410256410255
2020-05-13,chine,2.0,5.128205128205128
2020-05-14,reseaux_sociaux,22.0,70.96774193548387
2020-05-14,virus,9.0,29.03225806451613
2020-05-14,traitement,1.0,3.225806451612903
2020-05-14,masque,2.0,6.451612903225806
2020-05-14,5g,,
2020-05-14,bilan,4.0,12.903225806451612
2020-05-14,complot,4.0,12.903225806451612
2020-05-14,experts,2.0,6.451612903225806
2020-05-14,politique,4.0,12.903225806451612
2020-05-14,laboratoire,,
2020-05-14,qanon,,
2020-05-14,entourage,1.0,3.225806451612903
2020-05-14,chine,1.0,3.225806451612903
2020-05-15,reseaux_sociaux,10.0,34.48275862068966
2020-05-15,virus,15.0,51.724137931034484
2020-05-15,traitement,8.0,27.586206896551722
2020-05-15,masque,4.0,13.793103448275861
2020-05-15,5g,,
2020-05-15,bilan,7.0,24.137931034482758
2020-05-15,complot,3.0,10.344827586206897
2020-05-15,experts,2.0,6.896551724137931
2020-05-15,politique,3.0,10.344827586206897
2020-05-15,laboratoire,1.0,3.4482758620689653
2020-05-15,qanon,,
2020-05-15,entourage,3.0,10.344827586206897
2020-05-15,chine,3.0,10.344827586206897
2020-05-16,reseaux_sociaux,12.0,41.37931034482759
2020-05-16,virus,8.0,27.586206896551722
2020-05-16,traitement,3.0,10.344827586206897
2020-05-16,masque,8.0,27.586206896551722
2020-05-16,5g,1.0,3.4482758620689653
2020-05-16,bilan,2.0,6.896551724137931
2020-05-16,complot,4.0,13.793103448275861
2020-05-16,experts,,
2020-05-16,politique,2.0,6.896551724137931
2020-05-16,laboratoire,,
2020-05-16,qanon,,
2020-05-16,entourage,3.0,10.344827586206897
2020-05-16,chine,4.0,13.793103448275861
2020-05-17,reseaux_sociaux,27.0,61.36363636363637
2020-05-17,virus,17.0,38.63636363636363
2020-05-17,traitement,12.0,27.27272727272727
2020-05-17,masque,6.0,13.636363636363635
2020-05-17,5g,3.0,6.8181818181818175
2020-05-17,bilan,12.0,27.27272727272727
2020-05-17,complot,4.0,9.090909090909092
2020-05-17,experts,3.0,6.8181818181818175
2020-05-17,politique,5.0,11.363636363636363
2020-05-17,laboratoire,2.0,4.545454545454546
2020-05-17,qanon,,
2020-05-17,entourage,2.0,4.545454545454546
2020-05-17,chine,11.0,25.0
2020-05-18,reseaux_sociaux,18.0,54.54545454545454
2020-05-18,virus,17.0,51.515151515151516
2020-05-18,traitement,7.0,21.21212121212121
2020-05-18,masque,5.0,15.151515151515152
2020-05-18,5g,1.0,3.0303030303030303
2020-05-18,bilan,6.0,18.181818181818183
2020-05-18,complot,7.0,21.21212121212121
2020-05-18,experts,3.0,9.090909090909092
2020-05-18,politique,7.0,21.21212121212121
2020-05-18,laboratoire,1.0,3.0303030303030303
2020-05-18,qanon,1.0,3.0303030303030303
2020-05-18,entourage,6.0,18.181818181818183
2020-05-18,chine,3.0,9.090909090909092
2020-05-19,reseaux_sociaux,13.0,48.148148148148145
2020-05-19,virus,9.0,33.33333333333333
2020-05-19,traitement,3.0,11.11111111111111
2020-05-19,masque,3.0,11.11111111111111
2020-05-19,5g,,
2020-05-19,bilan,3.0,11.11111111111111
2020-05-19,complot,1.0,3.7037037037037033
2020-05-19,experts,1.0,3.7037037037037033
2020-05-19,politique,6.0,22.22222222222222
2020-05-19,laboratoire,,
2020-05-19,qanon,,
2020-05-19,entourage,8.0,29.629629629629626
2020-05-19,chine,2.0,7.4074074074074066
2020-05-20,reseaux_sociaux,11.0,64.70588235294117
2020-05-20,virus,3.0,17.647058823529413
2020-05-20,traitement,2.0,11.76470588235294
2020-05-20,masque,1.0,5.88235294117647
2020-05-20,5g,,
2020-05-20,bilan,2.0,11.76470588235294
2020-05-20,complot,1.0,5.88235294117647
2020-05-20,experts,1.0,5.88235294117647
2020-05-20,politique,1.0,5.88235294117647
2020-05-20,laboratoire,,
2020-05-20,qanon,,
2020-05-20,entourage,3.0,17.647058823529413
2020-05-20,chine,,
2020-05-21,reseaux_sociaux,13.0,61.904761904761905
2020-05-21,virus,12.0,57.14285714285714
2020-05-21,traitement,4.0,19.047619047619047
2020-05-21,masque,4.0,19.047619047619047
2020-05-21,5g,,
2020-05-21,bilan,5.0,23.809523809523807
2020-05-21,complot,5.0,23.809523809523807
2020-05-21,experts,1.0,4.761904761904762
2020-05-21,politique,5.0,23.809523809523807
2020-05-21,laboratoire,1.0,4.761904761904762
2020-05-21,qanon,,
2020-05-21,entourage,6.0,28.57142857142857
2020-05-21,chine,4.0,19.047619047619047
2020-05-22,reseaux_sociaux,15.0,53.57142857142857
2020-05-22,virus,18.0,64.28571428571429
2020-05-22,traitement,6.0,21.428571428571427
2020-05-22,masque,5.0,17.857142857142858
2020-05-22,5g,1.0,3.571428571428571
2020-05-22,bilan,6.0,21.428571428571427
2020-05-22,complot,3.0,10.714285714285714
2020-05-22,experts,1.0,3.571428571428571
2020-05-22,politique,5.0,17.857142857142858
2020-05-22,laboratoire,,
2020-05-22,qanon,,
2020-05-22,entourage,8.0,28.57142857142857
2020-05-22,chine,2.0,7.142857142857142
2020-05-23,reseaux_sociaux,10.0,55.55555555555556
2020-05-23,virus,7.0,38.88888888888889
2020-05-23,traitement,3.0,16.666666666666664
2020-05-23,masque,1.0,5.555555555555555
2020-05-23,5g,1.0,5.555555555555555
2020-05-23,bilan,1.0,5.555555555555555
2020-05-23,complot,2.0,11.11111111111111
2020-05-23,experts,,
2020-05-23,politique,4.0,22.22222222222222
2020-05-23,laboratoire,1.0,5.555555555555555
2020-05-23,qanon,,
2020-05-23,entourage,2.0,11.11111111111111
2020-05-23,chine,1.0,5.555555555555555
2020-05-24,reseaux_sociaux,13.0,68.42105263157895
2020-05-24,virus,9.0,47.368421052631575
2020-05-24,traitement,4.0,21.052631578947366
2020-05-24,masque,,
2020-05-24,5g,,
2020-05-24,bilan,4.0,21.052631578947366
2020-05-24,complot,3.0,15.789473684210526
2020-05-24,experts,1.0,5.263157894736842
2020-05-24,politique,4.0,21.052631578947366
2020-05-24,laboratoire,,
2020-05-24,qanon,,
2020-05-24,entourage,5.0,26.31578947368421
2020-05-24,chine,3.0,15.789473684210526
2020-05-25,reseaux_sociaux,8.0,50.0
2020-05-25,virus,7.0,43.75
2020-05-25,traitement,2.0,12.5
2020-05-25,masque,,
2020-05-25,5g,2.0,12.5
2020-05-25,bilan,2.0,12.5
2020-05-25,complot,,
2020-05-25,experts,,
2020-05-25,politique,3.0,18.75
2020-05-25,laboratoire,1.0,6.25
2020-05-25,qanon,,
2020-05-25,entourage,,
2020-05-25,chine,5.0,31.25
2020-05-26,reseaux_sociaux,10.0,58.82352941176471
2020-05-26,virus,6.0,35.294117647058826
2020-05-26,traitement,1.0,5.88235294117647
2020-05-26,masque,,
2020-05-26,5g,1.0,5.88235294117647
2020-05-26,bilan,,
2020-05-26,complot,4.0,23.52941176470588
2020-05-26,experts,1.0,5.88235294117647
2020-05-26,politique,5.0,29.411764705882355
2020-05-26,laboratoire,,
2020-05-26,qanon,1.0,5.88235294117647
2020-05-26,entourage,3.0,17.647058823529413
2020-05-26,chine,2.0,11.76470588235294
2020-05-27,reseaux_sociaux,11.0,57.89473684210527
2020-05-27,virus,5.0,26.31578947368421
2020-05-27,traitement,3.0,15.789473684210526
2020-05-27,masque,,
2020-05-27,5g,,
2020-05-27,bilan,1.0,5.263157894736842
2020-05-27,complot,2.0,10.526315789473683
2020-05-27,experts,,
2020-05-27,politique,3.0,15.789473684210526
2020-05-27,laboratoire,,
2020-05-27,qanon,,
2020-05-27,entourage,3.0,15.789473684210526
2020-05-27,chine,2.0,10.526315789473683
2020-05-28,reseaux_sociaux,11.0,78.57142857142857
2020-05-28,virus,7.0,50.0
2020-05-28,traitement,1.0,7.142857142857142
2020-05-28,masque,2.0,14.285714285714285
2020-05-28,5g,,
2020-05-28,bilan,5.0,35.714285714285715
2020-05-28,complot,3.0,21.428571428571427
2020-05-28,experts,,
2020-05-28,politique,4.0,28.57142857142857
2020-05-28,laboratoire,,
2020-05-28,qanon,,
2020-05-28,entourage,5.0,35.714285714285715
2020-05-28,chine,1.0,7.142857142857142
2020-05-29,reseaux_sociaux,7.0,38.88888888888889
2020-05-29,virus,10.0,55.55555555555556
2020-05-29,traitement,2.0,11.11111111111111
2020-05-29,masque,2.0,11.11111111111111
2020-05-29,5g,,
2020-05-29,bilan,3.0,16.666666666666664
2020-05-29,complot,1.0,5.555555555555555
2020-05-29,experts,2.0,11.11111111111111
2020-05-29,politique,7.0,38.88888888888889
2020-05-29,laboratoire,,
2020-05-29,qanon,,
2020-05-29,entourage,2.0,11.11111111111111
2020-05-29,chine,1.0,5.555555555555555
2020-05-30,reseaux_sociaux,9.0,75.0
2020-05-30,virus,1.0,8.333333333333332
2020-05-30,traitement,1.0,8.333333333333332
2020-05-30,masque,1.0,8.333333333333332
2020-05-30,5g,,
2020-05-30,bilan,,
2020-05-30,complot,4.0,33.33333333333333
2020-05-30,experts,1.0,8.333333333333332
2020-05-30,politique,4.0,33.33333333333333
2020-05-30,laboratoire,,
2020-05-30,qanon,,
2020-05-30,entourage,3.0,25.0
2020-05-30,chine,1.0,8.333333333333332
2020-05-31,reseaux_sociaux,6.0,35.294117647058826
2020-05-31,virus,5.0,29.411764705882355
2020-05-31,traitement,,
2020-05-31,masque,1.0,5.88235294117647
2020-05-31,5g,,
2020-05-31,bilan,,
2020-05-31,complot,5.0,29.411764705882355
2020-05-31,experts,,
2020-05-31,politique,1.0,5.88235294117647
2020-05-31,laboratoire,1.0,5.88235294117647
2020-05-31,qanon,,
2020-05-31,entourage,2.0,11.76470588235294
2020-05-31,chine,,
2020-06-01,reseaux_sociaux,5.0,26.31578947368421
2020-06-01,virus,6.0,31.57894736842105
2020-06-01,traitement,1.0,5.263157894736842
2020-06-01,masque,2.0,10.526315789473683
2020-06-01,5g,,
2020-06-01,bilan,1.0,5.263157894736842
2020-06-01,complot,2.0,10.526315789473683
2020-06-01,experts,3.0,15.789473684210526
2020-06-01,politique,,
2020-06-01,laboratoire,,
2020-06-01,qanon,,
2020-06-01,entourage,2.0,10.526315789473683
2020-06-01,chine,,
2020-06-02,reseaux_sociaux,13.0,48.148148148148145
2020-06-02,virus,4.0,14.814814814814813
2020-06-02,traitement,1.0,3.7037037037037033
2020-06-02,masque,4.0,14.814814814814813
2020-06-02,5g,,
2020-06-02,bilan,3.0,11.11111111111111
2020-06-02,complot,4.0,14.814814814814813
2020-06-02,experts,3.0,11.11111111111111
2020-06-02,politique,7.0,25.925925925925924
2020-06-02,laboratoire,,
2020-06-02,qanon,,
2020-06-02,entourage,6.0,22.22222222222222
2020-06-02,chine,2.0,7.4074074074074066
2020-06-03,reseaux_sociaux,10.0,58.82352941176471
2020-06-03,virus,4.0,23.52941176470588
2020-06-03,traitement,1.0,5.88235294117647
2020-06-03,masque,1.0,5.88235294117647
2020-06-03,5g,,
2020-06-03,bilan,4.0,23.52941176470588
2020-06-03,complot,1.0,5.88235294117647
2020-06-03,experts,1.0,5.88235294117647
2020-06-03,politique,2.0,11.76470588235294
2020-06-03,laboratoire,,
2020-06-03,qanon,,
2020-06-03,entourage,4.0,23.52941176470588
2020-06-03,chine,1.0,5.88235294117647
2020-06-04,reseaux_sociaux,11.0,52.38095238095239
2020-06-04,virus,8.0,38.095238095238095
2020-06-04,traitement,1.0,4.761904761904762
2020-06-04,masque,1.0,4.761904761904762
2020-06-04,5g,1.0,4.761904761904762
2020-06-04,bilan,,
2020-06-04,complot,3.0,14.285714285714285
2020-06-04,experts,2.0,9.523809523809524
2020-06-04,politique,6.0,28.57142857142857
2020-06-04,laboratoire,,
2020-06-04,qanon,,
2020-06-04,entourage,3.0,14.285714285714285
2020-06-04,chine,,
2020-06-05,reseaux_sociaux,11.0,61.111111111111114
2020-06-05,virus,4.0,22.22222222222222
2020-06-05,traitement,3.0,16.666666666666664
2020-06-05,masque,2.0,11.11111111111111
2020-06-05,5g,2.0,11.11111111111111
2020-06-05,bilan,1.0,5.555555555555555
2020-06-05,complot,3.0,16.666666666666664
2020-06-05,experts,1.0,5.555555555555555
2020-06-05,politique,5.0,27.77777777777778
2020-06-05,laboratoire,,
2020-06-05,qanon,,
2020-06-05,entourage,3.0,16.666666666666664
2020-06-05,chine,1.0,5.555555555555555
2020-06-06,reseaux_sociaux,5.0,50.0
2020-06-06,virus,4.0,40.0
2020-06-06,traitement,3.0,30.0
2020-06-06,masque,1.0,10.0
2020-06-06,5g,1.0,10.0
2020-06-06,bilan,2.0,20.0
2020-06-06,complot,3.0,30.0
2020-06-06,experts,1.0,10.0
2020-06-06,politique,4.0,40.0
2020-06-06,laboratoire,,
2020-06-06,qanon,,
2020-06-06,entourage,4.0,40.0
2020-06-06,chine,,
2020-06-07,reseaux_sociaux,17.0,54.83870967741935
2020-06-07,virus,7.0,22.58064516129032
2020-06-07,traitement,1.0,3.225806451612903
2020-06-07,masque,4.0,12.903225806451612
2020-06-07,5g,,
2020-06-07,bilan,2.0,6.451612903225806
2020-06-07,complot,2.0,6.451612903225806
2020-06-07,experts,3.0,9.67741935483871
2020-06-07,politique,8.0,25.806451612903224
2020-06-07,laboratoire,,
2020-06-07,qanon,,
2020-06-07,entourage,3.0,9.67741935483871
2020-06-07,chine,1.0,3.225806451612903
2020-06-08,reseaux_sociaux,30.0,61.224489795918366
2020-06-08,virus,17.0,34.69387755102041
2020-06-08,traitement,6.0,12.244897959183673
2020-06-08,masque,2.0,4.081632653061225
2020-06-08,5g,3.0,6.122448979591836
2020-06-08,bilan,1.0,2.0408163265306123
2020-06-08,complot,5.0,10.204081632653061
2020-06-08,experts,2.0,4.081632653061225
2020-06-08,politique,11.0,22.448979591836736
2020-06-08,laboratoire,,
2020-06-08,qanon,1.0,2.0408163265306123
2020-06-08,entourage,10.0,20.408163265306122
2020-06-08,chine,,
2020-06-09,reseaux_sociaux,10.0,43.47826086956522
2020-06-09,virus,8.0,34.78260869565217
2020-06-09,traitement,1.0,4.3478260869565215
2020-06-09,masque,,
2020-06-09,5g,1.0,4.3478260869565215
2020-06-09,bilan,1.0,4.3478260869565215
2020-06-09,complot,2.0,8.695652173913043
2020-06-09,experts,,
2020-06-09,politique,7.0,30.434782608695656
2020-06-09,laboratoire,,
2020-06-09,qanon,1.0,4.3478260869565215
2020-06-09,entourage,3.0,13.043478260869565
2020-06-09,chine,1.0,4.3478260869565215
2020-06-10,reseaux_sociaux,12.0,63.1578947368421
2020-06-10,virus,7.0,36.84210526315789
2020-06-10,traitement,2.0,10.526315789473683
2020-06-10,masque,,
2020-06-10,5g,,
2020-06-10,bilan,1.0,5.263157894736842
2020-06-10,complot,4.0,21.052631578947366
2020-06-10,experts,,
2020-06-10,politique,1.0,5.263157894736842
2020-06-10,laboratoire,,
2020-06-10,qanon,,
2020-06-10,entourage,6.0,31.57894736842105
2020-06-10,chine,,
2020-06-11,reseaux_sociaux,7.0,63.63636363636363
2020-06-11,virus,5.0,45.45454545454545
2020-06-11,traitement,3.0,27.27272727272727
2020-06-11,masque,1.0,9.090909090909092
2020-06-11,5g,1.0,9.090909090909092
2020-06-11,bilan,2.0,18.181818181818183
2020-06-11,complot,2.0,18.181818181818183
2020-06-11,experts,,
2020-06-11,politique,2.0,18.181818181818183
2020-06-11,laboratoire,,
2020-06-11,qanon,,
2020-06-11,entourage,3.0,27.27272727272727
2020-06-11,chine,1.0,9.090909090909092
2020-06-12,reseaux_sociaux,9.0,64.28571428571429
2020-06-12,virus,6.0,42.857142857142854
2020-06-12,traitement,2.0,14.285714285714285
2020-06-12,masque,1.0,7.142857142857142
2020-06-12,5g,2.0,14.285714285714285
2020-06-12,bilan,2.0,14.285714285714285
2020-06-12,complot,7.0,50.0
2020-06-12,experts,1.0,7.142857142857142
2020-06-12,politique,6.0,42.857142857142854
2020-06-12,laboratoire,,
2020-06-12,qanon,,
2020-06-12,entourage,,
2020-06-12,chine,,
2020-06-13,reseaux_sociaux,3.0,30.0
2020-06-13,virus,5.0,50.0
2020-06-13,traitement,,
2020-06-13,masque,2.0,20.0
2020-06-13,5g,,
2020-06-13,bilan,,
2020-06-13,complot,2.0,20.0
2020-06-13,experts,,
2020-06-13,politique,2.0,20.0
