Date,Thème,Nombre de courriels,Proportion par jour
2020-06-30,laboratoire,,
2020-06-30,QAnon,1.0,8.33
2020-06-30,entourage,2.0,16.67
2020-06-30,Chine,,
2020-07-01,réseaux sociaux,3.0,50.0
2020-07-01,virus,2.0,33.33
2020-07-01,traitement,2.0,33.33
2020-07-01,masque,1.0,16.67
2020-07-01,5G,,
2020-07-01,bilan,,
2020-07-01,complot,2.0,33.33
2020-07-01,expert,1.0,16.67
2020-07-01,politique,1.0,16.67
2020-07-01,laboratoire,,
2020-07-01,QAnon,,
2020-07-01,entourage,2.0,33.33
2020-07-01,Chine,,
2020-07-02,réseaux sociaux,4.0,50.0
2020-07-02,virus,2.0,25.0
2020-07-02,traitement,1.0,12.5
2020-07-02,masque,1.0,12.5
2020-07-02,5G,,
2020-07-02,bilan,2.0,25.0
2020-07-02,complot,1.0,12.5
2020-07-02,expert,1.0,12.5
2020-07-02,politique,2.0,25.0
2020-07-02,laboratoire,,
2020-07-02,QAnon,,
2020-07-02,entourage,2.0,25.0
2020-07-02,Chine,,
2020-07-03,réseaux sociaux,4.0,66.67
2020-07-03,virus,3.0,50.0
2020-07-03,traitement,1.0,16.67
2020-07-03,masque,,
2020-07-03,5G,,
2020-07-03,bilan,,
2020-07-03,complot,1.0,16.67
2020-07-03,expert,2.0,33.33
2020-07-03,politique,3.0,50.0
2020-07-03,laboratoire,,
2020-07-03,QAnon,,
2020-07-03,entourage,2.0,33.33
2020-07-03,Chine,,
2020-07-04,réseaux sociaux,4.0,80.0
2020-07-04,virus,2.0,40.0
2020-07-04,traitement,1.0,20.0
2020-07-04,masque,1.0,20.0
2020-07-04,5G,,
2020-07-04,bilan,,
2020-07-04,complot,2.0,40.0
2020-07-04,expert,1.0,20.0
2020-07-04,politique,1.0,20.0
2020-07-04,laboratoire,,
2020-07-04,QAnon,,
2020-07-04,entourage,1.0,20.0
2020-07-04,Chine,,
2020-07-05,réseaux sociaux,3.0,100.0
2020-07-05,virus,1.0,33.33
2020-07-05,traitement,1.0,33.33
2020-07-05,masque,,
2020-07-05,5G,,
2020-07-05,bilan,,
2020-07-05,complot,2.0,66.67
2020-07-05,expert,,
2020-07-05,politique,2.0,66.67
2020-07-05,laboratoire,,
2020-07-05,QAnon,,
2020-07-05,entourage,,
2020-07-05,Chine,,
2020-07-06,réseaux sociaux,3.0,37.5
2020-07-06,virus,5.0,62.5
2020-07-06,traitement,,
2020-07-06,masque,,
2020-07-06,5G,,
2020-07-06,bilan,1.0,12.5
2020-07-06,complot,1.0,12.5
2020-07-06,expert,1.0,12.5
2020-07-06,politique,3.0,37.5
2020-07-06,laboratoire,,
2020-07-06,QAnon,,
2020-07-06,entourage,,
2020-07-06,Chine,,
2020-07-07,réseaux sociaux,5.0,55.56
2020-07-07,virus,4.0,44.44
2020-07-07,traitement,2.0,22.22
2020-07-07,masque,3.0,33.33
2020-07-07,5G,,
2020-07-07,bilan,2.0,22.22
2020-07-07,complot,2.0,22.22
2020-07-07,expert,2.0,22.22
2020-07-07,politique,1.0,11.11
2020-07-07,laboratoire,,
2020-07-07,QAnon,,
2020-07-07,entourage,3.0,33.33
2020-07-07,Chine,,
2020-07-08,réseaux sociaux,4.0,50.0
2020-07-08,virus,4.0,50.0
2020-07-08,traitement,3.0,37.5
2020-07-08,masque,2.0,25.0
2020-07-08,5G,,
2020-07-08,bilan,2.0,25.0
2020-07-08,complot,2.0,25.0
2020-07-08,expert,2.0,25.0
2020-07-08,politique,1.0,12.5
2020-07-08,laboratoire,,
2020-07-08,QAnon,,
2020-07-08,entourage,2.0,25.0
2020-07-08,Chine,,
2020-07-09,réseaux sociaux,13.0,92.86
2020-07-09,virus,10.0,71.43
2020-07-09,traitement,2.0,14.29
2020-07-09,masque,3.0,21.43
2020-07-09,5G,,
2020-07-09,bilan,3.0,21.43
2020-07-09,complot,1.0,7.14
2020-07-09,expert,3.0,21.43
2020-07-09,politique,4.0,28.57
2020-07-09,laboratoire,,
2020-07-09,QAnon,,
2020-07-09,entourage,2.0,14.29
2020-07-09,Chine,,
2020-07-10,réseaux sociaux,9.0,75.0
2020-07-10,virus,2.0,16.67
2020-07-10,traitement,2.0,16.67
2020-07-10,masque,2.0,16.67
2020-07-10,5G,1.0,8.33
2020-07-10,bilan,1.0,8.33
2020-07-10,complot,3.0,25.0
2020-07-10,expert,2.0,16.67
2020-07-10,politique,1.0,8.33
2020-07-10,laboratoire,,
2020-07-10,QAnon,,
2020-07-10,entourage,6.0,50.0
2020-07-10,Chine,,
2020-07-11,réseaux sociaux,7.0,70.0
2020-07-11,virus,2.0,20.0
2020-07-11,traitement,,
2020-07-11,masque,1.0,10.0
2020-07-11,5G,,
2020-07-11,bilan,,
2020-07-11,complot,2.0,20.0
2020-07-11,expert,1.0,10.0
2020-07-11,politique,,
2020-07-11,laboratoire,,
2020-07-11,QAnon,,
2020-07-11,entourage,5.0,50.0
2020-07-11,Chine,,
2020-07-12,réseaux sociaux,8.0,61.54
2020-07-12,virus,4.0,30.77
2020-07-12,traitement,,
2020-07-12,masque,4.0,30.77
2020-07-12,5G,,
2020-07-12,bilan,,
2020-07-12,complot,2.0,15.38
2020-07-12,expert,3.0,23.08
2020-07-12,politique,1.0,7.69
2020-07-12,laboratoire,,
2020-07-12,QAnon,,
2020-07-12,entourage,2.0,15.38
2020-07-12,Chine,,
2020-07-13,réseaux sociaux,14.0,51.85
2020-07-13,virus,9.0,33.33
2020-07-13,traitement,3.0,11.11
2020-07-13,masque,10.0,37.04
2020-07-13,5G,,
2020-07-13,bilan,3.0,11.11
2020-07-13,complot,6.0,22.22
2020-07-13,expert,3.0,11.11
2020-07-13,politique,3.0,11.11
2020-07-13,laboratoire,,
2020-07-13,QAnon,,
2020-07-13,entourage,2.0,7.41
2020-07-13,Chine,,
2020-07-14,réseaux sociaux,12.0,60.0
2020-07-14,virus,3.0,15.0
2020-07-14,traitement,2.0,10.0
2020-07-14,masque,8.0,40.0
2020-07-14,5G,,
2020-07-14,bilan,,
2020-07-14,complot,2.0,10.0
2020-07-14,expert,1.0,5.0
2020-07-14,politique,3.0,15.0
2020-07-14,laboratoire,,
2020-07-14,QAnon,1.0,5.0
2020-07-14,entourage,5.0,25.0
2020-07-14,Chine,,
2020-07-15,réseaux sociaux,6.0,42.86
2020-07-15,virus,6.0,42.86
2020-07-15,traitement,1.0,7.14
2020-07-15,masque,4.0,28.57
2020-07-15,5G,,
2020-07-15,bilan,1.0,7.14
2020-07-15,complot,3.0,21.43
2020-07-15,expert,1.0,7.14
2020-07-15,politique,3.0,21.43
2020-07-15,laboratoire,,
2020-07-15,QAnon,,
2020-07-15,entourage,4.0,28.57
2020-07-15,Chine,1.0,7.14
2020-07-16,réseaux sociaux,12.0,63.16
2020-07-16,virus,8.0,42.11
2020-07-16,traitement,2.0,10.53
2020-07-16,masque,7.0,36.84
2020-07-16,5G,,
2020-07-16,bilan,6.0,31.58
2020-07-16,complot,3.0,15.79
2020-07-16,expert,3.0,15.79
2020-07-16,politique,3.0,15.79
2020-07-16,laboratoire,,
2020-07-16,QAnon,,
2020-07-16,entourage,4.0,21.05
2020-07-16,Chine,2.0,10.53
2020-07-17,réseaux sociaux,6.0,50.0
2020-07-17,virus,4.0,33.33
2020-07-17,traitement,,
2020-07-17,masque,4.0,33.33
2020-07-17,5G,,
2020-07-17,bilan,1.0,8.33
2020-07-17,complot,1.0,8.33
2020-07-17,expert,,
2020-07-17,politique,2.0,16.67
2020-07-17,laboratoire,,
2020-07-17,QAnon,,
2020-07-17,entourage,3.0,25.0
2020-07-17,Chine,,
2020-07-18,réseaux sociaux,9.0,90.0
2020-07-18,virus,4.0,40.0
2020-07-18,traitement,2.0,20.0
2020-07-18,masque,1.0,10.0
2020-07-18,5G,,
2020-07-18,bilan,,
2020-07-18,complot,,
2020-07-18,expert,,
2020-07-18,politique,7.0,70.0
2020-07-18,laboratoire,,
2020-07-18,QAnon,,
2020-07-18,entourage,1.0,10.0
2020-07-18,Chine,,
2020-07-19,réseaux sociaux,3.0,33.33
2020-07-19,virus,,
2020-07-19,traitement,,
2020-07-19,masque,1.0,11.11
2020-07-19,5G,,
2020-07-19,bilan,,
2020-07-19,complot,2.0,22.22
2020-07-19,expert,,
2020-07-19,politique,1.0,11.11
2020-07-19,laboratoire,,
2020-07-19,QAnon,1.0,11.11
2020-07-19,entourage,1.0,11.11
2020-07-19,Chine,,
2020-07-20,réseaux sociaux,8.0,66.67
2020-07-20,virus,3.0,25.0
2020-07-20,traitement,1.0,8.33
2020-07-20,masque,2.0,16.67
2020-07-20,5G,,
2020-07-20,bilan,1.0,8.33
2020-07-20,complot,1.0,8.33
2020-07-20,expert,,
2020-07-20,politique,4.0,33.33
2020-07-20,laboratoire,,
2020-07-20,QAnon,,
2020-07-20,entourage,4.0,33.33
2020-07-20,Chine,,
2020-07-21,réseaux sociaux,8.0,72.73
2020-07-21,virus,2.0,18.18
2020-07-21,traitement,,
2020-07-21,masque,1.0,9.09
2020-07-21,5G,,
2020-07-21,bilan,,
2020-07-21,complot,1.0,9.09
2020-07-21,expert,2.0,18.18
2020-07-21,politique,1.0,9.09
2020-07-21,laboratoire,,
2020-07-21,QAnon,,
2020-07-21,entourage,1.0,9.09
2020-07-21,Chine,,
2020-07-22,réseaux sociaux,17.0,77.27
2020-07-22,virus,7.0,31.82
2020-07-22,traitement,1.0,4.55
2020-07-22,masque,4.0,18.18
2020-07-22,5G,,
2020-07-22,bilan,3.0,13.64
2020-07-22,complot,2.0,9.09
2020-07-22,expert,1.0,4.55
2020-07-22,politique,2.0,9.09
2020-07-22,laboratoire,,
2020-07-22,QAnon,,
2020-07-22,entourage,1.0,4.55
2020-07-22,Chine,,
2020-07-23,réseaux sociaux,11.0,78.57
2020-07-23,virus,4.0,28.57
2020-07-23,traitement,,
2020-07-23,masque,2.0,14.29
2020-07-23,5G,,
2020-07-23,bilan,1.0,7.14
2020-07-23,complot,2.0,14.29
2020-07-23,expert,,
2020-07-23,politique,,
2020-07-23,laboratoire,,
2020-07-23,QAnon,,
2020-07-23,entourage,2.0,14.29
2020-07-23,Chine,,
2020-07-24,réseaux sociaux,3.0,42.86
2020-07-24,virus,5.0,71.43
2020-07-24,traitement,,
2020-07-24,masque,,
2020-07-24,5G,,
2020-07-24,bilan,2.0,28.57
2020-07-24,complot,,
2020-07-24,expert,,
2020-07-24,politique,1.0,14.29
2020-07-24,laboratoire,,
2020-07-24,QAnon,,
2020-07-24,entourage,1.0,14.29
2020-07-24,Chine,,
2020-07-25,réseaux sociaux,2.0,100.0
2020-07-25,virus,2.0,100.0
2020-07-25,traitement,,
2020-07-25,masque,,
2020-07-25,5G,,
2020-07-25,bilan,,
2020-07-25,complot,,
2020-07-25,expert,,
2020-07-25,politique,,
2020-07-25,laboratoire,,
2020-07-25,QAnon,,
2020-07-25,entourage,,
2020-07-25,Chine,1.0,50.0
2020-07-26,réseaux sociaux,4.0,66.67
2020-07-26,virus,2.0,33.33
2020-07-26,traitement,,
2020-07-26,masque,,
2020-07-26,5G,,
2020-07-26,bilan,,
2020-07-26,complot,,
2020-07-26,expert,,
2020-07-26,politique,2.0,33.33
2020-07-26,laboratoire,,
2020-07-26,QAnon,1.0,16.67
2020-07-26,entourage,1.0,16.67
2020-07-26,Chine,,
2020-07-27,réseaux sociaux,8.0,57.14
2020-07-27,virus,6.0,42.86
2020-07-27,traitement,2.0,14.29
2020-07-27,masque,1.0,7.14
2020-07-27,5G,1.0,7.14
2020-07-27,bilan,,
2020-07-27,complot,2.0,14.29
2020-07-27,expert,,
2020-07-27,politique,2.0,14.29
2020-07-27,laboratoire,,
2020-07-27,QAnon,,
2020-07-27,entourage,3.0,21.43
2020-07-27,Chine,,
2020-07-28,réseaux sociaux,18.0,85.71
2020-07-28,virus,5.0,23.81
2020-07-28,traitement,2.0,9.52
2020-07-28,masque,4.0,19.05
2020-07-28,5G,1.0,4.76
2020-07-28,bilan,,
2020-07-28,complot,3.0,14.29
2020-07-28,expert,1.0,4.76
2020-07-28,politique,2.0,9.52
2020-07-28,laboratoire,,
2020-07-28,QAnon,,
2020-07-28,entourage,3.0,14.29
2020-07-28,Chine,1.0,4.76
2020-07-29,réseaux sociaux,12.0,70.59
2020-07-29,virus,7.0,41.18
2020-07-29,traitement,,
2020-07-29,masque,2.0,11.76
2020-07-29,5G,,
2020-07-29,bilan,,
2020-07-29,complot,4.0,23.53
2020-07-29,expert,,
2020-07-29,politique,3.0,17.65
2020-07-29,laboratoire,,
2020-07-29,QAnon,,
2020-07-29,entourage,2.0,11.76
2020-07-29,Chine,1.0,5.88
2020-07-30,réseaux sociaux,12.0,63.16
2020-07-30,virus,10.0,52.63
2020-07-30,traitement,3.0,15.79
2020-07-30,masque,3.0,15.79
2020-07-30,5G,,
2020-07-30,bilan,2.0,10.53
2020-07-30,complot,5.0,26.32
2020-07-30,expert,1.0,5.26
2020-07-30,politique,2.0,10.53
2020-07-30,laboratoire,,
2020-07-30,QAnon,,
2020-07-30,entourage,3.0,15.79
2020-07-30,Chine,,
2020-07-31,réseaux sociaux,5.0,62.5
2020-07-31,virus,1.0,12.5
2020-07-31,traitement,,
2020-07-31,masque,1.0,12.5
2020-07-31,5G,,
2020-07-31,bilan,1.0,12.5
2020-07-31,complot,2.0,25.0
2020-07-31,expert,,
2020-07-31,politique,2.0,25.0
2020-07-31,laboratoire,,
2020-07-31,QAnon,,
2020-07-31,entourage,,
2020-07-31,Chine,,
2020-08-01,réseaux sociaux,3.0,75.0
2020-08-01,virus,,
2020-08-01,traitement,,
2020-08-01,masque,,
2020-08-01,5G,,
2020-08-01,bilan,,
2020-08-01,complot,1.0,25.0
2020-08-01,expert,1.0,25.0
2020-08-01,politique,,
2020-08-01,laboratoire,,
2020-08-01,QAnon,,
2020-08-01,entourage,1.0,25.0
2020-08-01,Chine,,
2020-08-02,réseaux sociaux,6.0,85.71
2020-08-02,virus,2.0,28.57
2020-08-02,traitement,,
2020-08-02,masque,,
2020-08-02,5G,,
2020-08-02,bilan,1.0,14.29
2020-08-02,complot,,
2020-08-02,expert,1.0,14.29
2020-08-02,politique,1.0,14.29
2020-08-02,laboratoire,,
2020-08-02,QAnon,,
2020-08-02,entourage,2.0,28.57
2020-08-02,Chine,,
2020-08-03,réseaux sociaux,6.0,60.0
2020-08-03,virus,5.0,50.0
2020-08-03,traitement,1.0,10.0
2020-08-03,masque,,
2020-08-03,5G,,
2020-08-03,bilan,,
2020-08-03,complot,2.0,20.0
2020-08-03,expert,,
2020-08-03,politique,,
2020-08-03,laboratoire,,
2020-08-03,QAnon,,
2020-08-03,entourage,3.0,30.0
2020-08-03,Chine,,
2020-08-04,réseaux sociaux,10.0,62.5
2020-08-04,virus,6.0,37.5
2020-08-04,traitement,2.0,12.5
2020-08-04,masque,3.0,18.75
2020-08-04,5G,,
2020-08-04,bilan,4.0,25.0
2020-08-04,complot,2.0,12.5
2020-08-04,expert,1.0,6.25
2020-08-04,politique,3.0,18.75
2020-08-04,laboratoire,1.0,6.25
2020-08-04,QAnon,,
2020-08-04,entourage,,
2020-08-04,Chine,2.0,12.5
2020-08-05,réseaux sociaux,8.0,80.0
2020-08-05,virus,6.0,60.0
2020-08-05,traitement,1.0,10.0
2020-08-05,masque,1.0,10.0
2020-08-05,5G,,
2020-08-05,bilan,1.0,10.0
2020-08-05,complot,2.0,20.0
2020-08-05,expert,,
2020-08-05,politique,3.0,30.0
2020-08-05,laboratoire,,
2020-08-05,QAnon,,
2020-08-05,entourage,2.0,20.0
2020-08-05,Chine,1.0,10.0
2020-08-06,réseaux sociaux,3.0,42.86
2020-08-06,virus,1.0,14.29
2020-08-06,traitement,,
2020-08-06,masque,,
2020-08-06,5G,,
2020-08-06,bilan,,
2020-08-06,complot,,
2020-08-06,expert,1.0,14.29
2020-08-06,politique,,
2020-08-06,laboratoire,,
2020-08-06,QAnon,,
2020-08-06,entourage,,
2020-08-06,Chine,,
2020-08-07,réseaux sociaux,,
2020-08-07,virus,1.0,50.0
2020-08-07,traitement,1.0,50.0
2020-08-07,masque,,
2020-08-07,5G,,
2020-08-07,bilan,1.0,50.0
2020-08-07,complot,1.0,50.0
2020-08-07,expert,,
2020-08-07,politique,,
2020-08-07,laboratoire,,
2020-08-07,QAnon,,
2020-08-07,entourage,,
2020-08-07,Chine,,
2020-08-08,réseaux sociaux,2.0,28.57
2020-08-08,virus,4.0,57.14
2020-08-08,traitement,1.0,14.29
2020-08-08,masque,2.0,28.57
2020-08-08,5G,,
2020-08-08,bilan,1.0,14.29
2020-08-08,complot,,
2020-08-08,expert,,
2020-08-08,politique,,
2020-08-08,laboratoire,,
2020-08-08,QAnon,,
2020-08-08,entourage,1.0,14.29
2020-08-08,Chine,,
2020-08-09,réseaux sociaux,2.0,50.0
2020-08-09,virus,2.0,50.0
2020-08-09,traitement,,
2020-08-09,masque,,
2020-08-09,5G,,
2020-08-09,bilan,1.0,25.0
2020-08-09,complot,2.0,50.0
2020-08-09,expert,,
2020-08-09,politique,1.0,25.0
2020-08-09,laboratoire,,
2020-08-09,QAnon,,
2020-08-09,entourage,1.0,25.0
2020-08-09,Chine,1.0,25.0
2020-08-10,réseaux sociaux,4.0,50.0
2020-08-10,virus,6.0,75.0
2020-08-10,traitement,,
2020-08-10,masque,2.0,25.0
2020-08-10,5G,,
2020-08-10,bilan,,
2020-08-10,complot,1.0,12.5
2020-08-10,expert,,
2020-08-10,politique,1.0,12.5
2020-08-10,laboratoire,,
2020-08-10,QAnon,,
2020-08-10,entourage,1.0,12.5
2020-08-10,Chine,,
2020-08-11,réseaux sociaux,3.0,37.5
2020-08-11,virus,4.0,50.0
2020-08-11,traitement,,
2020-08-11,masque,3.0,37.5
2020-08-11,5G,,
2020-08-11,bilan,,
2020-08-11,complot,,
2020-08-11,expert,1.0,12.5
2020-08-11,politique,1.0,12.5
2020-08-11,laboratoire,,
2020-08-11,QAnon,,
2020-08-11,entourage,1.0,12.5
2020-08-11,Chine,,
2020-08-12,réseaux sociaux,7.0,58.33
2020-08-12,virus,1.0,8.33
2020-08-12,traitement,,
2020-08-12,masque,1.0,8.33
2020-08-12,5G,,
2020-08-12,bilan,3.0,25.0
2020-08-12,complot,2.0,16.67
2020-08-12,expert,,
2020-08-12,politique,2.0,16.67
2020-08-12,laboratoire,,
2020-08-12,QAnon,,
2020-08-12,entourage,3.0,25.0
2020-08-12,Chine,,
2020-08-13,réseaux sociaux,3.0,37.5
2020-08-13,virus,2.0,25.0
2020-08-13,traitement,1.0,12.5
2020-08-13,masque,,
2020-08-13,5G,,
2020-08-13,bilan,1.0,12.5
2020-08-13,complot,1.0,12.5
2020-08-13,expert,,
2020-08-13,politique,,
2020-08-13,laboratoire,,
2020-08-13,QAnon,,
2020-08-13,entourage,1.0,12.5
2020-08-13,Chine,,
2020-08-14,réseaux sociaux,3.0,60.0
2020-08-14,virus,1.0,20.0
2020-08-14,traitement,,
2020-08-14,masque,,
2020-08-14,5G,,
2020-08-14,bilan,,
2020-08-14,complot,2.0,40.0
2020-08-14,expert,,
2020-08-14,politique,,
2020-08-14,laboratoire,,
2020-08-14,QAnon,1.0,20.0
2020-08-14,entourage,,
2020-08-14,Chine,,
2020-08-15,réseaux sociaux,4.0,80.0
2020-08-15,virus,1.0,20.0
2020-08-15,traitement,,
2020-08-15,masque,,
2020-08-15,5G,,
2020-08-15,bilan,1.0,20.0
2020-08-15,complot,1.0,20.0
2020-08-15,expert,,
2020-08-15,politique,,
2020-08-15,laboratoire,,
2020-08-15,QAnon,,
2020-08-15,entourage,,
2020-08-15,Chine,,
2020-08-16,réseaux sociaux,2.0,40.0
2020-08-16,virus,2.0,40.0
2020-08-16,traitement,1.0,20.0
2020-08-16,masque,,
2020-08-16,5G,,
2020-08-16,bilan,2.0,40.0
2020-08-16,complot,,
2020-08-16,expert,1.0,20.0
2020-08-16,politique,1.0,20.0
2020-08-16,laboratoire,,
2020-08-16,QAnon,,
2020-08-16,entourage,1.0,20.0
2020-08-16,Chine,,
2020-08-17,réseaux sociaux,1.0,33.33
2020-08-17,virus,2.0,66.67
2020-08-17,traitement,1.0,33.33
2020-08-17,masque,,
2020-08-17,5G,,
2020-08-17,bilan,1.0,33.33
2020-08-17,complot,,
2020-08-17,expert,,
2020-08-17,politique,1.0,33.33
2020-08-17,laboratoire,,
2020-08-17,QAnon,,
2020-08-17,entourage,1.0,33.33
2020-08-17,Chine,,
2020-08-18,réseaux sociaux,3.0,50.0
2020-08-18,virus,1.0,16.67
2020-08-18,traitement,,
2020-08-18,masque,,
2020-08-18,5G,,
2020-08-18,bilan,1.0,16.67
2020-08-18,complot,,
2020-08-18,expert,,
2020-08-18,politique,2.0,33.33
2020-08-18,laboratoire,,
2020-08-18,QAnon,,
2020-08-18,entourage,2.0,33.33
2020-08-18,Chine,,
2020-08-19,réseaux sociaux,4.0,57.14
2020-08-19,virus,2.0,28.57
2020-08-19,traitement,,
2020-08-19,masque,,
2020-08-19,5G,,
2020-08-19,bilan,,
2020-08-19,complot,,
2020-08-19,expert,,
2020-08-19,politique,,
2020-08-19,laboratoire,,
2020-08-19,QAnon,,
2020-08-19,entourage,2.0,28.57
2020-08-19,Chine,,
2020-08-20,réseaux sociaux,7.0,77.78
2020-08-20,virus,5.0,55.56
2020-08-20,traitement,3.0,33.33
2020-08-20,masque,,
2020-08-20,5G,,
2020-08-20,bilan,2.0,22.22
2020-08-20,complot,1.0,11.11
2020-08-20,expert,,
2020-08-20,politique,,
2020-08-20,laboratoire,,
2020-08-20,QAnon,,
2020-08-20,entourage,1.0,11.11
2020-08-20,Chine,,
2020-08-21,réseaux sociaux,6.0,66.67
2020-08-21,virus,4.0,44.44
2020-08-21,traitement,2.0,22.22
2020-08-21,masque,,
2020-08-21,5G,,
2020-08-21,bilan,2.0,22.22
2020-08-21,complot,1.0,11.11
2020-08-21,expert,,
2020-08-21,politique,,
2020-08-21,laboratoire,,
2020-08-21,QAnon,,
2020-08-21,entourage,1.0,11.11
2020-08-21,Chine,,
2020-08-22,réseaux sociaux,5.0,45.45
2020-08-22,virus,4.0,36.36
2020-08-22,traitement,2.0,18.18
2020-08-22,masque,,
2020-08-22,5G,,
2020-08-22,bilan,2.0,18.18
2020-08-22,complot,,
2020-08-22,expert,,
2020-08-22,politique,1.0,9.09
2020-08-22,laboratoire,,
2020-08-22,QAnon,,
2020-08-22,entourage,2.0,18.18
2020-08-22,Chine,,
2020-08-23,réseaux sociaux,13.0,81.25
2020-08-23,virus,6.0,37.5
2020-08-23,traitement,2.0,12.5
2020-08-23,masque,3.0,18.75
2020-08-23,5G,1.0,6.25
2020-08-23,bilan,,
2020-08-23,complot,1.0,6.25
2020-08-23,expert,1.0,6.25
2020-08-23,politique,,
2020-08-23,laboratoire,,
2020-08-23,QAnon,,
2020-08-23,entourage,,
2020-08-23,Chine,,
2020-08-24,réseaux sociaux,9.0,75.0
2020-08-24,virus,5.0,41.67
2020-08-24,traitement,1.0,8.33
2020-08-24,masque,5.0,41.67
2020-08-24,5G,,
2020-08-24,bilan,1.0,8.33
2020-08-24,complot,1.0,8.33
2020-08-24,expert,4.0,33.33
2020-08-24,politique,1.0,8.33
2020-08-24,laboratoire,,
2020-08-24,QAnon,,
2020-08-24,entourage,2.0,16.67
2020-08-24,Chine,1.0,8.33
2020-08-25,réseaux sociaux,10.0,100.0
2020-08-25,virus,2.0,20.0
2020-08-25,traitement,3.0,30.0
2020-08-25,masque,1.0,10.0
2020-08-25,5G,,
2020-08-25,bilan,,
2020-08-25,complot,1.0,10.0
2020-08-25,expert,,
2020-08-25,politique,,
2020-08-25,laboratoire,,
2020-08-25,QAnon,,
2020-08-25,entourage,3.0,30.0
2020-08-25,Chine,,
2020-08-26,réseaux sociaux,10.0,76.92
2020-08-26,virus,1.0,7.69
2020-08-26,traitement,2.0,15.38
2020-08-26,masque,3.0,23.08
2020-08-26,5G,,
2020-08-26,bilan,,
2020-08-26,complot,,
2020-08-26,expert,1.0,7.69
2020-08-26,politique,1.0,7.69
2020-08-26,laboratoire,,
2020-08-26,QAnon,,
2020-08-26,entourage,2.0,15.38
2020-08-26,Chine,,
2020-08-27,réseaux sociaux,2.0,40.0
2020-08-27,virus,2.0,40.0
2020-08-27,traitement,2.0,40.0
2020-08-27,masque,,
2020-08-27,5G,,
2020-08-27,bilan,,
2020-08-27,complot,,
2020-08-27,expert,,
2020-08-27,politique,,
2020-08-27,laboratoire,,
2020-08-27,QAnon,,
2020-08-27,entourage,1.0,20.0
2020-08-27,Chine,,
2020-08-28,réseaux sociaux,1.0,20.0
2020-08-28,virus,,
2020-08-28,traitement,,
2020-08-28,masque,,
2020-08-28,5G,,
2020-08-28,bilan,,
2020-08-28,complot,2.0,40.0
2020-08-28,expert,,
2020-08-28,politique,1.0,20.0
2020-08-28,laboratoire,,
2020-08-28,QAnon,,
2020-08-28,entourage,1.0,20.0
2020-08-28,Chine,,
2020-08-29,réseaux sociaux,7.0,53.85
2020-08-29,virus,5.0,38.46
2020-08-29,traitement,4.0,30.77
2020-08-29,masque,2.0,15.38
2020-08-29,5G,1.0,7.69
2020-08-29,bilan,3.0,23.08
2020-08-29,complot,2.0,15.38
2020-08-29,expert,1.0,7.69
2020-08-29,politique,2.0,15.38
2020-08-29,laboratoire,1.0,7.69
2020-08-29,QAnon,,
2020-08-29,entourage,2.0,15.38
2020-08-29,Chine,,
2020-08-30,réseaux sociaux,1.0,50.0
2020-08-30,virus,1.0,50.0
2020-08-30,traitement,,
2020-08-30,masque,,
2020-08-30,5G,,
2020-08-30,bilan,,
2020-08-30,complot,,
2020-08-30,expert,,
2020-08-30,politique,,
2020-08-30,laboratoire,,
2020-08-30,QAnon,,
2020-08-30,entourage,,
2020-08-30,Chine,,
2020-08-31,réseaux sociaux,3.0,75.0
2020-08-31,virus,3.0,75.0
2020-08-31,traitement,,
2020-08-31,masque,,
2020-08-31,5G,,
2020-08-31,bilan,,
2020-08-31,complot,,
2020-08-31,expert,,
2020-08-31,politique,,
2020-08-31,laboratoire,,
2020-08-31,QAnon,,
2020-08-31,entourage,,
2020-08-31,Chine,,
