Date,Thème,Nombre de courriels,Proportion par jour
2020-08-02,QAnon,,
2020-08-03,complot,2.0,20.0
2020-08-03,bilan,,
2020-08-03,QAnon,,
2020-08-04,complot,2.0,12.5
2020-08-04,bilan,4.0,25.0
2020-08-04,QAnon,,
2020-08-05,complot,2.0,20.0
2020-08-05,bilan,1.0,10.0
2020-08-05,QAnon,,
2020-08-06,complot,,
2020-08-06,bilan,,
2020-08-06,QAnon,,
2020-08-07,complot,1.0,50.0
2020-08-07,bilan,1.0,50.0
2020-08-07,QAnon,,
2020-08-08,complot,,
2020-08-08,bilan,1.0,14.29
2020-08-08,QAnon,,
2020-08-09,complot,2.0,50.0
2020-08-09,bilan,1.0,25.0
2020-08-09,QAnon,,
2020-08-10,complot,1.0,12.5
2020-08-10,bilan,,
2020-08-10,QAnon,,
2020-08-11,complot,,
2020-08-11,bilan,,
2020-08-11,QAnon,,
2020-08-12,complot,2.0,16.67
2020-08-12,bilan,3.0,25.0
2020-08-12,QAnon,,
2020-08-13,complot,1.0,12.5
2020-08-13,bilan,1.0,12.5
2020-08-13,QAnon,,
2020-08-14,complot,2.0,40.0
2020-08-14,bilan,,
2020-08-14,QAnon,1.0,20.0
2020-08-15,complot,1.0,20.0
2020-08-15,bilan,1.0,20.0
2020-08-15,QAnon,,
2020-08-16,complot,,
2020-08-16,bilan,2.0,40.0
2020-08-16,QAnon,,
2020-08-17,complot,,
2020-08-17,bilan,1.0,33.33
2020-08-17,QAnon,,
2020-08-18,complot,,
2020-08-18,bilan,1.0,16.67
2020-08-18,QAnon,,
2020-08-19,complot,,
2020-08-19,bilan,,
2020-08-19,QAnon,,
2020-08-20,complot,1.0,11.11
2020-08-20,bilan,2.0,22.22
2020-08-20,QAnon,,
2020-08-21,complot,1.0,11.11
2020-08-21,bilan,2.0,22.22
2020-08-21,QAnon,,
2020-08-22,complot,,
2020-08-22,bilan,2.0,18.18
2020-08-22,QAnon,,
2020-08-23,complot,1.0,6.25
2020-08-23,bilan,,
2020-08-23,QAnon,,
2020-08-24,complot,1.0,8.33
2020-08-24,bilan,1.0,8.33
2020-08-24,QAnon,,
2020-08-25,complot,1.0,10.0
2020-08-25,bilan,,
2020-08-25,QAnon,,
2020-08-26,complot,,
2020-08-26,bilan,,
2020-08-26,QAnon,,
2020-08-27,complot,,
2020-08-27,bilan,,
2020-08-27,QAnon,,
2020-08-28,complot,2.0,40.0
2020-08-28,bilan,,
2020-08-28,QAnon,,
2020-08-29,complot,2.0,15.38
2020-08-29,bilan,3.0,23.08
2020-08-29,QAnon,,
2020-08-30,complot,,
2020-08-30,bilan,,
2020-08-30,QAnon,,
2020-08-31,complot,,
2020-08-31,bilan,,
2020-08-31,QAnon,,
