,datetime,level_1,0
570,2020-04-21,laboratoire,1.4925373134328357
571,2020-04-21,qanon,2.9850746268656714
572,2020-04-22,reseaux_sociaux,55.00000000000001
573,2020-04-22,virus,35.0
574,2020-04-22,traitement,17.5
575,2020-04-22,masque,1.25
576,2020-04-22,5g,6.25
577,2020-04-22,bilan,7.5
578,2020-04-22,complot,5.0
579,2020-04-22,experts,7.5
580,2020-04-22,politique,6.25
581,2020-04-22,laboratoire,3.75
582,2020-04-22,qanon,0.0
583,2020-04-23,reseaux_sociaux,51.06382978723404
584,2020-04-23,virus,42.5531914893617
585,2020-04-23,traitement,10.638297872340425
586,2020-04-23,masque,2.127659574468085
587,2020-04-23,5g,0.0
588,2020-04-23,bilan,6.382978723404255
589,2020-04-23,complot,8.51063829787234
590,2020-04-23,experts,4.25531914893617
591,2020-04-23,politique,6.382978723404255
592,2020-04-23,laboratoire,0.0
593,2020-04-23,qanon,0.0
594,2020-04-24,reseaux_sociaux,60.416666666666664
595,2020-04-24,virus,52.083333333333336
596,2020-04-24,traitement,18.75
597,2020-04-24,masque,2.083333333333333
598,2020-04-24,5g,2.083333333333333
599,2020-04-24,bilan,8.333333333333332
600,2020-04-24,complot,12.5
601,2020-04-24,experts,6.25
602,2020-04-24,politique,18.75
603,2020-04-24,laboratoire,4.166666666666666
604,2020-04-24,qanon,2.083333333333333
605,2020-04-25,reseaux_sociaux,48.837209302325576
606,2020-04-25,virus,41.86046511627907
607,2020-04-25,traitement,11.627906976744185
608,2020-04-25,masque,4.651162790697675
609,2020-04-25,5g,2.3255813953488373
610,2020-04-25,bilan,9.30232558139535
611,2020-04-25,complot,20.930232558139537
612,2020-04-25,experts,2.3255813953488373
613,2020-04-25,politique,9.30232558139535
614,2020-04-25,laboratoire,2.3255813953488373
615,2020-04-25,qanon,0.0
616,2020-04-26,reseaux_sociaux,38.18181818181819
617,2020-04-26,virus,50.90909090909091
618,2020-04-26,traitement,14.545454545454545
619,2020-04-26,masque,3.6363636363636362
620,2020-04-26,5g,0.0
621,2020-04-26,bilan,7.2727272727272725
622,2020-04-26,complot,9.090909090909092
623,2020-04-26,experts,1.8181818181818181
624,2020-04-26,politique,20.0
625,2020-04-26,laboratoire,3.6363636363636362
626,2020-04-26,qanon,0.0
627,2020-04-27,reseaux_sociaux,42.857142857142854
628,2020-04-27,virus,57.14285714285714
629,2020-04-27,traitement,17.857142857142858
630,2020-04-27,masque,1.7857142857142856
631,2020-04-27,5g,1.7857142857142856
632,2020-04-27,bilan,17.857142857142858
633,2020-04-27,complot,12.5
634,2020-04-27,experts,21.428571428571427
635,2020-04-27,politique,19.642857142857142
636,2020-04-27,laboratoire,7.142857142857142
637,2020-04-27,qanon,0.0
638,2020-04-28,reseaux_sociaux,47.27272727272727
639,2020-04-28,virus,54.54545454545454
640,2020-04-28,traitement,7.2727272727272725
641,2020-04-28,masque,3.6363636363636362
642,2020-04-28,5g,1.8181818181818181
643,2020-04-28,bilan,7.2727272727272725
644,2020-04-28,complot,7.2727272727272725
645,2020-04-28,experts,9.090909090909092
646,2020-04-28,politique,16.363636363636363
647,2020-04-28,laboratoire,7.2727272727272725
648,2020-04-28,qanon,0.0
649,2020-04-29,reseaux_sociaux,57.35294117647059
650,2020-04-29,virus,51.470588235294116
651,2020-04-29,traitement,10.294117647058822
652,2020-04-29,masque,2.941176470588235
653,2020-04-29,5g,8.823529411764707
654,2020-04-29,bilan,4.411764705882353
655,2020-04-29,complot,10.294117647058822
656,2020-04-29,experts,4.411764705882353
657,2020-04-29,politique,14.705882352941178
658,2020-04-29,laboratoire,2.941176470588235
659,2020-04-29,qanon,0.0
660,2020-04-30,reseaux_sociaux,48.275862068965516
661,2020-04-30,virus,32.758620689655174
662,2020-04-30,traitement,5.172413793103448
663,2020-04-30,masque,1.7241379310344827
664,2020-04-30,5g,0.0
665,2020-04-30,bilan,3.4482758620689653
666,2020-04-30,complot,10.344827586206897
667,2020-04-30,experts,5.172413793103448
668,2020-04-30,politique,10.344827586206897
669,2020-04-30,laboratoire,0.0
670,2020-04-30,qanon,0.0
671,2020-05-01,reseaux_sociaux,48.97959183673469
672,2020-05-01,virus,46.93877551020408
673,2020-05-01,traitement,2.0408163265306123
674,2020-05-01,masque,4.081632653061225
675,2020-05-01,5g,2.0408163265306123
676,2020-05-01,bilan,8.16326530612245
677,2020-05-01,complot,10.204081632653061
678,2020-05-01,experts,8.16326530612245
679,2020-05-01,politique,6.122448979591836
680,2020-05-01,laboratoire,2.0408163265306123
681,2020-05-01,qanon,0.0
682,2020-05-02,reseaux_sociaux,50.0
683,2020-05-02,virus,56.25
684,2020-05-02,traitement,6.25
685,2020-05-02,masque,18.75
686,2020-05-02,5g,6.25
687,2020-05-02,bilan,6.25
688,2020-05-02,complot,6.25
689,2020-05-02,experts,6.25
690,2020-05-02,politique,6.25
691,2020-05-02,laboratoire,0.0
692,2020-05-02,qanon,0.0
693,2020-05-03,reseaux_sociaux,44.11764705882353
694,2020-05-03,virus,44.11764705882353
695,2020-05-03,traitement,17.647058823529413
696,2020-05-03,masque,2.941176470588235
697,2020-05-03,5g,0.0
698,2020-05-03,bilan,5.88235294117647
699,2020-05-03,complot,14.705882352941178
700,2020-05-03,experts,8.823529411764707
701,2020-05-03,politique,14.705882352941178
702,2020-05-03,laboratoire,5.88235294117647
703,2020-05-03,qanon,0.0
704,2020-05-04,reseaux_sociaux,53.73134328358209
705,2020-05-04,virus,43.28358208955223
706,2020-05-04,traitement,10.44776119402985
707,2020-05-04,masque,4.477611940298507
708,2020-05-04,5g,4.477611940298507
709,2020-05-04,bilan,8.955223880597014
710,2020-05-04,complot,22.388059701492537
711,2020-05-04,experts,4.477611940298507
712,2020-05-04,politique,17.91044776119403
